id,symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
592,PVTBANKADD,PVTBANKADD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
593,PVTBKGROWW,PVTBKGROWW,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
594,QGOLDHALF,QGOLDHALF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
595,QLINE,QLINE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
596,QNIFTY,QNIFTY,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
597,QUAL30IETF,QUAL30IETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
598,QUALITY30,QUALITY30,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
599,QUESTLAB,QUESTLAB,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
600,QUICKTOUCH,QUICKTOUCH,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
601,QVCEL,QVCEL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
602,RADIOWALLA,RADIOWALLA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
603,RAJINDLTD,RAJINDLTD,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
604,RAJPUTANA,RAJPUTANA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
605,RAPIDFLEET,RAPIDFLEET,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
606,RAPPID,RAPPID,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
607,RBMINFRA,RBMINFRA,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
608,RBS,RBS,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
609,RCDL,RCDL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
610,READYMIX,READYMIX,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
611,REFRACTORY,REFRACTORY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
612,REMUS,REMUS,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
613,RFBL,RFBL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
614,RICHA,RICHA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
615,RILINFRA,RILINFRA,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
616,RITEZONE,RITEZONE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
617,RNFI,RNFI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
618,RNPL,RNPL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
619,ROCKINGDCE,ROCKINGDCE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
620,ROXHITECH,ROXHITECH,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
621,ROYALARC,ROYALARC,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
622,RULKA,RULKA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
623,SAAKSHI,SAAKSHI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
624,SABAR,SABAR,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
625,SACHEEROME,SACHEEROME,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
626,SADHAV,SADHAV,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
627,SAFEENTP,SAFEENTP,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
628,SAHAJSOLAR,SAHAJSOLAR,Solar & Renewable Energy,"Solar PV Modules, Wind Turbines & Clean Energy","Solar PV Modules, Wind Turbines & Clean Energy",PRIMARY,1,"Core Operating Division: Solar PV Modules, Wind Turbines & Clean Energy"
629,SAHANA,SAHANA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
630,SAHASRA,SAHASRA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
631,SAIFL,SAIFL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
632,SAMAY,SAMAY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
633,SAROJA,SAROJA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
634,SARTELE,SARTELE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
635,SATECH,SATECH,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
636,SATIPOLY,SATIPOLY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
637,SATKARTAR,SATKARTAR,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
638,SATTVAENGG,SATTVAENGG,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
639,SAVY,SAVY,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
640,SAWALIYA,SAWALIYA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
641,SBIBPB,SBIBPB,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
642,SBIETFCON,SBIETFCON,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
643,SBIETFIT,SBIETFIT,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
644,SBIETFPB,SBIETFPB,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
645,SBIETFQLTY,SBIETFQLTY,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
646,SBILIQETF,SBILIQETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
647,SBIMIDMOM,SBIMIDMOM,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
648,SBINEQWETF,SBINEQWETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
649,SBINMID150,SBINMID150,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
650,SBISILVER,SBISILVER,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
651,SBISMLETF,SBISMLETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
652,SBIVALETF,SBIVALETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
653,SCML,SCML,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
654,SDREAMS,SDREAMS,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
655,SEL,SEL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
656,SELECTIPO,SELECTIPO,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
657,SELLOWRAP,SELLOWRAP,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
658,SENSEXADD,SENSEXADD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
659,SENSEXAXIS,SENSEXAXIS,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
660,SENSEXBETA,SENSEXBETA,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
661,SENSEXETF,SENSEXETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
662,SENSEXIETF,SENSEXIETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
663,SERVICE,SERVICE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
664,SETF10GILT,SETF10GILT,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
665,SETFGOLD,SETFGOLD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
666,SETFNIF50,SETFNIF50,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
667,SETFNIFBK,SETFNIFBK,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
668,SETFNN50,SETFNN50,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
669,SFML,SFML,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
670,SHANTHALA,SHANTHALA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
671,SHARIABEES,SHARIABEES,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
672,SHEEL,SHEEL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
673,SHEETAL,SHEETAL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
674,SHERA,SHERA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
675,SHETHJI,SHETHJI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
676,SHIVASHRIT,SHIVASHRIT,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
677,SHKSIL,SHKSIL,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
678,SHREEDHAR,SHREEDHAR,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
679,SHREEKARNI,SHREEKARNI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
680,SHREEOSFM,SHREEOSFM,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
681,SHRIAHIMSA,SHRIAHIMSA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
682,SHUBHSHREE,SHUBHSHREE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
683,SHYAMDHANI,SHYAMDHANI,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
684,SIDDHICOTS,SIDDHICOTS,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
685,SIDDHIKA,SIDDHIKA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
686,SILKFLEX,SILKFLEX,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
687,SILVER,SILVER,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
688,SILVER1,SILVER1,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
689,SILVER360,SILVER360,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
690,SILVERADD,SILVERADD,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
691,SILVERAG,SILVERAG,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
692,SILVERAXIS,SILVERAXIS,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
693,SILVERBEES,SILVERBEES,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
694,SILVERBETA,SILVERBETA,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
695,SILVERBND,SILVERBND,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
696,SILVERCASE,SILVERCASE,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
697,SILVERIETF,SILVERIETF,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
698,SIMCA,SIMCA,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
699,SJLOGISTIC,SJLOGISTIC,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
700,SKP,SKP,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
701,SKYTECH,SKYTECH,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
702,SLONE,SLONE,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
703,SMALL250,SMALL250,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
704,SMALLADD,SMALLADD,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
705,SMALLCAP,SMALLCAP,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
