symbol,company_name,isin,sector,sector_id,industry,industry_id,industry_exposure_weight,sector_exposure_weight,classification_confidence,classification_source,classification_rationale,primary_business,business_description,effective_from,effective_to,last_verified,market_cap,index_membership
FMNL,Future Market Networks Limited,,REAL ESTATE,SEC_REAL_ESTATE,Residential Townships & Commercial REITs,IND_RESIDENTIAL_TOWNSHIPS_COMMERCIAL_REITS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'REAL ESTATE' and Industry 'Residential Townships & Commercial REITs' based on core economic business exposure: Commercial retail malls, shopping centres and warehousing logistics parks.","Commercial retail malls, shopping centres and warehousing logistics parks.","Future Market Networks Limited specializes in commercial retail malls, shopping centres and warehousing logistics parks.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
FOCUS,Focus Lighting and Fixtures Limited,,ELECTRICAL EQUIPMENT,SEC_ELECTRICAL_EQUIPMENT,LED Lighting & Fixtures,IND_LED_LIGHTING_FIXTURES,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Focus Lighting and Fixtures — LED luminaires, track lights, recessed downlights, architectural lighting for retail, hospitality, commercial projects","Focus Lighting and Fixtures Limited specializes in direct reduced iron sponge iron, induction furnace billet casting and tmt rebars.",2024-01-01,9999-12-31,2026-08-23,245.0,NSE TRADE-TO-TRADE (T2T)
FONEBOX,FONEBOX,,RETAIL,SEC_RETAIL,Specialty Retail Boutiques,IND_SPECIALTY_RETAIL_BOUTIQUES,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'RETAIL' and Industry 'Specialty Retail Boutiques' based on core economic business exposure: Fonebox Retail - Multi-brand mobile phones, smart gadgets and electronics retail stores","Fonebox Retail - Multi-brand mobile phones, smart gadgets and electronics retail stores","FONEBOX specializes in fonebox retail - multi-brand mobile phones, smart gadgets and electronics retail stores",2024-01-01,9999-12-31,2026-08-23,50.0,NSE EMERGE (SME)
FOODSIN,Foods & Inns Limited,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FOOD PROCESSING' and Industry 'Packaged Foods & Snacks' based on core economic business exposure: Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","Foods & Inns Limited specializes in packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.",2024-01-01,9999-12-31,2026-08-23,235.0,NSE BROAD MARKET (EQ)
FORCAS,FORCAS,,SERVICES & MEDIA,SEC_SERVICES_MEDIA,Staffing & Workforce Security,IND_STAFFING_WORKFORCE_SECURITY,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'SERVICES & MEDIA' and Industry 'Staffing & Workforce Security' based on core economic business exposure: Commercial workforce management and corporate staffing solutions.,Commercial workforce management and corporate staffing solutions.,FORCAS specializes in commercial workforce management and corporate staffing solutions.,2024-01-01,9999-12-31,2026-08-23,483.25,NSE TRADE-TO-TRADE (T2T)
FORCEMOT,FORCE MOTORS LTD,,AUTOMOBILE,SEC_AUTOMOBILE,Passenger Vehicles (Cars & SUVs),IND_PASSENGER_VEHICLES_CARS_SUVS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'AUTOMOBILE' and Industry 'Passenger Vehicles (Cars & SUVs)' based on core economic business exposure: Automotive vehicle assembly and OEM production.,Automotive vehicle assembly and OEM production.,FORCE MOTORS LTD specializes in automotive vehicle assembly and oem production.,2024-01-01,9999-12-31,2026-08-23,91152.12,NSE BROAD MARKET (EQ)
FORGEAUTO,FORGEAUTO,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Auto Castings & Heavy Forgings,IND_AUTO_CASTINGS_HEAVY_FORGINGS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Auto Castings & Heavy Forgings' based on core economic business exposure: Forge Auto International - Hot forged machined parts for automotive steering, transmissions and railways","Forge Auto International - Hot forged machined parts for automotive steering, transmissions and railways","FORGEAUTO specializes in forge auto international - hot forged machined parts for automotive steering, transmissions and railways",2024-01-01,9999-12-31,2026-08-23,50.0,NSE EMERGE (SME)
FORTIS,Fortis Healthcare Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Fortis Healthcare Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,92276.38,NSE BROAD MARKET (EQ)
FOSECOIND,Foseco India Limited,,CHEMICALS,SEC_CHEMICALS,Specialty Chemicals,IND_SPECIALTY_CHEMICALS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CHEMICALS' and Industry 'Specialty Chemicals' based on core economic business exposure: Foundry fluxes, refractory coatings, ceramic foam filters and molten metal degassing systems.","Foundry fluxes, refractory coatings, ceramic foam filters and molten metal degassing systems.","Foseco India Limited specializes in foundry fluxes, refractory coatings, ceramic foam filters and molten metal degassing systems.",2024-01-01,9999-12-31,2026-08-23,2819.62,NSE BROAD MARKET (EQ)
FRACTAL,Fractal Analytics Limited,,DATA CENTERS & CLOUD,SEC_DATA_CENTERS_CLOUD,"AI Solutions, Analytics & Cloud Data",IND_AI_SOLUTIONS_ANALYTICS_CLOUD_DATA,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'DATA CENTERS & CLOUD' and Industry 'AI Solutions, Analytics & Cloud Data' based on core economic business exposure: Enterprise AI platforms, predictive analytics, decision science and cloud machine learning.","Enterprise AI platforms, predictive analytics, decision science and cloud machine learning.","Fractal Analytics Limited specializes in enterprise ai platforms, predictive analytics, decision science and cloud machine learning.",2024-01-01,9999-12-31,2026-08-23,26691.62,NSE BROAD MARKET (EQ)
FREDUN,Fredun Pharmaceuticals Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Fredun Pharmaceuticals Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,1849.37,NSE BROAD MARKET (EQ)
FRESHARA,FRESHARA,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'FOOD PROCESSING' and Industry 'Packaged Foods & Snacks' based on core economic business exposure: Freshara Agro Exports - Processing, pickling and global export of fresh gherkins and vegetables","Freshara Agro Exports - Processing, pickling and global export of fresh gherkins and vegetables","FRESHARA specializes in freshara agro exports - processing, pickling and global export of fresh gherkins and vegetables",2024-01-01,9999-12-31,2026-08-23,3685.38,NSE TRADE-TO-TRADE (T2T)
FROG,FROG,,IT SERVICES,SEC_IT_SERVICES,Enterprise Software & SaaS,IND_ENTERPRISE_SOFTWARE_SAAS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'IT SERVICES' and Industry 'Enterprise Software & SaaS' based on core economic business exposure: Smart city IoT hardware, digital display tech and cloud software.","Smart city IoT hardware, digital display tech and cloud software.","FROG specializes in smart city iot hardware, digital display tech and cloud software.",2024-01-01,9999-12-31,2026-08-23,492.62,NSE TRADE-TO-TRADE (T2T)
FRONTSP,Frontier Springs Limited,,RAILWAYS,SEC_RAILWAYS,"Rolling Stock, Wagons & Vande Bharat Trainsets",IND_ROLLING_STOCK_WAGONS_VANDE_BHARAT_TRAINSETS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'RAILWAYS' and Industry 'Rolling Stock, Wagons & Vande Bharat Trainsets' based on core economic business exposure: Heavy hot coiled suspension springs for railway freight wagons, passenger coaches and locomotives.","Heavy hot coiled suspension springs for railway freight wagons, passenger coaches and locomotives.","Frontier Springs Limited specializes in heavy hot coiled suspension springs for railway freight wagons, passenger coaches and locomotives.",2024-01-01,9999-12-31,2026-08-23,1669.88,NSE BROAD MARKET (EQ)
FSL,Firstsource Solutions Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Firstsource Solutions Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,35546.12,NSE BROAD MARKET (EQ)
FUSION,Fusion Finance Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Microfinance (MFI),IND_MICROFINANCE_MFI,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'FINANCE & NBFC' and Industry 'Microfinance (MFI)' based on core economic business exposure: Fusion Micro Finance - Collateral-free microfinance enterprise loans for unbanked women,Fusion Micro Finance - Collateral-free microfinance enterprise loans for unbanked women,Fusion Finance Limited specializes in fusion micro finance - collateral-free microfinance enterprise loans for unbanked women,2024-01-01,9999-12-31,2026-08-23,11208.62,NSE BROAD MARKET (EQ)
FWSTC,FWSTC,,TEXTILES,SEC_TEXTILES,Cotton Spinning & Yarns,IND_COTTON_SPINNING_YARNS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'TEXTILES' and Industry 'Cotton Spinning & Yarns' based on core economic business exposure: Technical textiles, filtration fabrics and synthetic yarns.","Technical textiles, filtration fabrics and synthetic yarns.","FWSTC specializes in technical textiles, filtration fabrics and synthetic yarns.",2024-01-01,9999-12-31,2026-08-23,173.3,NSE EMERGE (SME)
GABRIEL,Gabriel India Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Auto Transmission & Driveline,IND_AUTO_TRANSMISSION_DRIVELINE,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Auto Transmission & Driveline' based on core economic business exposure: Automotive shock absorbers, McPherson struts and front forks for passenger cars, 2-wheelers and commercial vehicles.","Automotive shock absorbers, McPherson struts and front forks for passenger cars, 2-wheelers and commercial vehicles.","Gabriel India Limited specializes in automotive shock absorbers, mcpherson struts and front forks for passenger cars, 2-wheelers and commercial vehicles.",2024-01-01,9999-12-31,2026-08-23,36357.88,NSE BROAD MARKET (EQ)
GAEL,Gujarat Ambuja Exports Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Commercial Ports & Terminals,IND_COMMERCIAL_PORTS_TERMINALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'SHIPBUILDING & PORTS' and Industry 'Commercial Ports & Terminals' based on core economic business exposure: Mechanized multi-cargo deep-draft seaports and container marine terminals.,Mechanized multi-cargo deep-draft seaports and container marine terminals.,Gujarat Ambuja Exports Limited specializes in mechanized multi-cargo deep-draft seaports and container marine terminals.,2024-01-01,9999-12-31,2026-08-23,34400.75,NSE BROAD MARKET (EQ)
GAIL,GAIL (India) Limited,,OIL & GAS,SEC_OIL_GAS,Gas Transmission Pipelines,IND_GAS_TRANSMISSION_PIPELINES,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'OIL & GAS' and Industry 'Gas Transmission Pipelines' based on core economic business exposure: Cross-country natural gas transmission pipelines, LNG regasification, petrochemicals and city gas distribution.","Cross-country natural gas transmission pipelines, LNG regasification, petrochemicals and city gas distribution.","GAIL (India) Limited specializes in cross-country natural gas transmission pipelines, lng regasification, petrochemicals and city gas distribution.",2024-01-01,9999-12-31,2026-08-23,186942.17,NIFTY NEXT 50
GALAPREC,Gala Precision Engineering Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","Gala Precision Engineering Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,20535.0,NSE BROAD MARKET (EQ)
GALAXYSURF,Galaxy Surfactants Limited,,FMCG & PERSONAL CARE,SEC_FMCG_PERSONAL_CARE,Personal Care & Soaps,IND_PERSONAL_CARE_SOAPS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FMCG & PERSONAL CARE' and Industry 'Personal Care & Soaps' based on core economic business exposure: Soaps, detergents, shampoos, skincare and personal grooming.","Soaps, detergents, shampoos, skincare and personal grooming.","Galaxy Surfactants Limited specializes in soaps, detergents, shampoos, skincare and personal grooming.",2024-01-01,9999-12-31,2026-08-23,9518.5,NSE BROAD MARKET (EQ)
GALLANTT,Gallantt Ispat Limited,,STEEL,SEC_STEEL,Secondary Steel & TMT Rebars,IND_SECONDARY_STEEL_TMT_REBARS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Gallantt Ispat Limited specializes in direct reduced iron sponge iron, induction furnace billet casting and tmt rebars.",2024-01-01,9999-12-31,2026-08-23,4314.62,NSE BROAD MARKET (EQ)
GANDHAR,Gandhar Oil Refinery (India) Limited,,EDIBLE OILS,SEC_EDIBLE_OILS,Edible Oils & Vanaspati,IND_EDIBLE_OILS_VANASPATI,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'EDIBLE OILS' and Industry 'Edible Oils & Vanaspati' based on core economic business exposure: Crude oil crushing, edible vegetable oil refining, branded bottling and bakery fats.","Crude oil crushing, edible vegetable oil refining, branded bottling and bakery fats.","Gandhar Oil Refinery (India) Limited specializes in crude oil crushing, edible vegetable oil refining, branded bottling and bakery fats.",2024-01-01,9999-12-31,2026-08-23,20576.0,NSE BROAD MARKET (EQ)
GANDHITUBE,Gandhi Special Tubes Limited,,STEEL,SEC_STEEL,Steel Pipes & Tubes,IND_STEEL_PIPES_TUBES,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'STEEL' and Industry 'Steel Pipes & Tubes' based on core economic business exposure: Electric resistance welded (ERW) structural steel tubes, seamless pipes and subsea energy pipelines.","Electric resistance welded (ERW) structural steel tubes, seamless pipes and subsea energy pipelines.","Gandhi Special Tubes Limited specializes in electric resistance welded (erw) structural steel tubes, seamless pipes and subsea energy pipelines.",2024-01-01,9999-12-31,2026-08-23,1082.62,NSE BROAD MARKET (EQ)
GANECOS,Ganesha Ecosphere Limited,,TEXTILES,SEC_TEXTILES,Recycled Polyester & Eco-Yarns,IND_RECYCLED_POLYESTER_ECO_YARNS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'TEXTILES' and Industry 'Recycled Polyester & Eco-Yarns' based on core economic business exposure: Recycled polyester staple fibre (rPET) and dyed spun yarn from recycled PET plastic bottles.,Recycled polyester staple fibre (rPET) and dyed spun yarn from recycled PET plastic bottles.,Ganesha Ecosphere Limited specializes in recycled polyester staple fibre (rpet) and dyed spun yarn from recycled pet plastic bottles.,2024-01-01,9999-12-31,2026-08-23,6094.12,NSE BROAD MARKET (EQ)
GANESHBE,Ganesh Benzoplast Limited,,LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,Liquid Storage Terminals & Logistics,IND_LIQUID_STORAGE_TERMINALS_LOGISTICS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'LOGISTICS & SUPPLY CHAIN' and Industry 'Liquid Storage Terminals & Logistics' based on core economic business exposure: Port liquid chemical storage tank terminals and food preservative benzoic acid derivatives.,Port liquid chemical storage tank terminals and food preservative benzoic acid derivatives.,Ganesh Benzoplast Limited specializes in port liquid chemical storage tank terminals and food preservative benzoic acid derivatives.,2024-01-01,9999-12-31,2026-08-23,4866.25,NSE TRADE-TO-TRADE (T2T)
GANESHCP,Ganesh Consumer Products Limited,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'FOOD PROCESSING' and Industry 'Packaged Foods & Snacks' based on core economic business exposure: Ganesh brand packaged chakki fresh wheat flour (atta), suji, maida and besan.","Ganesh brand packaged chakki fresh wheat flour (atta), suji, maida and besan.","Ganesh Consumer Products Limited specializes in ganesh brand packaged chakki fresh wheat flour (atta), suji, maida and besan.",2024-01-01,9999-12-31,2026-08-23,3098.0,NSE BROAD MARKET (EQ)
GANESHHOU,GANESH HOUSING LIMITED,,REAL ESTATE,SEC_REAL_ESTATE,Residential Real Estate,IND_RESIDENTIAL_REAL_ESTATE,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'REAL ESTATE' and Industry 'Residential Real Estate' based on core economic business exposure: Gated luxury and affordable residential housing townships and plotted developments.,Gated luxury and affordable residential housing townships and plotted developments.,GANESH HOUSING LIMITED specializes in gated luxury and affordable residential housing townships and plotted developments.,2024-01-01,9999-12-31,2026-08-23,1530.62,NSE BROAD MARKET (EQ)
GANESHIN,GANESHIN,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,ANNUAL_REPORT_VERIFIED_CORRECTION,Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Wholesale merchandise supply and commercial trading.,GANESHIN — food processing and agro-commodity distribution.,GANESHIN specializes in wholesale merchandise supply and commercial trading.,2024-01-01,9999-12-31,2026-08-23,797.12,NSE TRADE-TO-TRADE (T2T)
GANGAFORGE,Ganga Forging Limited,,STEEL,SEC_STEEL,Secondary Steel & TMT Rebars,IND_SECONDARY_STEEL_TMT_REBARS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Ganga Forging Limited specializes in direct reduced iron sponge iron, induction furnace billet casting and tmt rebars.",2024-01-01,9999-12-31,2026-08-23,216.88,NSE BROAD MARKET (EQ)
GANGESSECU,Ganges Securities Limited,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Stockbroking & Wealth Management,IND_STOCKBROKING_WEALTH_MANAGEMENT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Stockbroking & Wealth Management' based on core economic business exposure: Online discount stockbroking, algorithm execution, demat services and private wealth advisory.","Online discount stockbroking, algorithm execution, demat services and private wealth advisory.","Ganges Securities Limited specializes in online discount stockbroking, algorithm execution, demat services and private wealth advisory.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
GARFIBRES,Garware Technical Fibres Limited,,TELECOM,SEC_TELECOM,Optical Fiber & Telecom Gear,IND_OPTICAL_FIBER_TELECOM_GEAR,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'TELECOM' and Industry 'Optical Fiber & Telecom Gear' based on core economic business exposure: Single-mode optical fiber cables, Tejas 5G radio routers and satellite VSAT systems.","Single-mode optical fiber cables, Tejas 5G radio routers and satellite VSAT systems.","Garware Technical Fibres Limited specializes in single-mode optical fiber cables, tejas 5g radio routers and satellite vsat systems.",2024-01-01,9999-12-31,2026-08-23,17023.25,NSE BROAD MARKET (EQ)
GARUDA,Garuda Construction and Engineering Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","Garuda Construction and Engineering Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,8006.87,NSE BROAD MARKET (EQ)
GATECH,GACM Technologies Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","GACM Technologies Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,3391.38,NSE TRADE-TO-TRADE (T2T)
GATECHDVR,GACM Technologies Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","GACM Technologies Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
GATEWAY,Gateway Distriparks Limited,,LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,Freight Forwarding & Multi-Modal Cargo,IND_FREIGHT_FORWARDING_MULTI_MODAL_CARGO,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'LOGISTICS & SUPPLY CHAIN' and Industry 'Freight Forwarding & Multi-Modal Cargo' based on core economic business exposure: Intermodal container train logistics, inland container dry depots (ICD) and temperature-controlled cold chain.","Intermodal container train logistics, inland container dry depots (ICD) and temperature-controlled cold chain.","Gateway Distriparks Limited specializes in intermodal container train logistics, inland container dry depots (icd) and temperature-controlled cold chain.",2024-01-01,9999-12-31,2026-08-23,17085.25,NSE BROAD MARKET (EQ)
GAUDIUMIVF,Gaudium IVF and Women Health Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Gaudium IVF and Women Health Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,3573.88,NSE TRADE-TO-TRADE (T2T)
GAYAHWS,Gayatri Highways Limited,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Roads & Highways EPC,IND_ROADS_HIGHWAYS_EPC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Roads & Highways EPC' based on core economic business exposure: Expressway corridors and Hybrid Annuity Model (HAM) national highways.,Expressway corridors and Hybrid Annuity Model (HAM) national highways.,Gayatri Highways Limited specializes in expressway corridors and hybrid annuity model (ham) national highways.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
GAYAPROJ,Gayatri Projects Limited,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","Gayatri Projects Limited specializes in general contracting of institutional campuses, commercial towers, peb structures and metro stations.",2024-01-01,9999-12-31,2026-08-23,1402.62,NSE TRADE-TO-TRADE (T2T)
GCHOTELS,GCHOTELS,,HOTELS & HOSPITALITY,SEC_HOTELS_HOSPITALITY,Luxury Hotels & Resorts,IND_LUXURY_HOTELS_RESORTS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'HOTELS & HOSPITALITY' and Industry 'Luxury Hotels & Resorts' based on core economic business exposure: Grand Care Hotels - Heritage resorts, holiday palaces and luxury hospitality management","Grand Care Hotels - Heritage resorts, holiday palaces and luxury hospitality management","GCHOTELS specializes in grand care hotels - heritage resorts, holiday palaces and luxury hospitality management",2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
GCSL,Gretex Corporate Services Limited,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Wealth Broking & Advisory,IND_WEALTH_BROKING_ADVISORY,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Wealth Broking & Advisory' based on core economic business exposure: Merchant banking, SME IPO lead manager underwriting and financial advisory.","Merchant banking, SME IPO lead manager underwriting and financial advisory.","Gretex Corporate Services Limited specializes in merchant banking, sme ipo lead manager underwriting and financial advisory.",2024-01-01,9999-12-31,2026-08-23,31284.38,NSE BROAD MARKET (EQ)
