date,symbol,industry,basic_industry,close,stock_strength_score,momentum_20d,market_rs_20d,volume_confirmation_score
2024-06-24,VLEGOV,Diversified Commercial,Diversified Commercial,63.97,64.73,7.062761506276138,5.04,40.0
2024-06-25,VLEGOV,Diversified Commercial,Diversified Commercial,65.83,77.31,13.402239448751075,11.38,65.0
2024-06-26,VLEGOV,Diversified Commercial,Diversified Commercial,63.69,68.97,10.958188153310111,8.94,40.0
2024-06-27,VLEGOV,Diversified Commercial,Diversified Commercial,65.86,85.18,15.848724714160056,13.83,100.0
2024-06-28,VLEGOV,Diversified Commercial,Diversified Commercial,67.25,88.62,19.449378330373012,17.43,100.0
2024-07-01,VLEGOV,Diversified Commercial,Diversified Commercial,66.96,71.98,13.299492385786781,11.28,40.0
2024-07-02,VLEGOV,Diversified Commercial,Diversified Commercial,65.45,65.28,16.562778272484422,14.54,40.0
2024-07-03,VLEGOV,Diversified Commercial,Diversified Commercial,63.23,43.35,9.58405545927208,7.56,40.0
2024-07-04,VLEGOV,Diversified Commercial,Diversified Commercial,66.15,79.03,15.54585152838428,13.53,100.0
2024-07-05,VLEGOV,Diversified Commercial,Diversified Commercial,69.45,77.51,15.653621981681942,13.63,65.0
2024-07-08,VLEGOV,Diversified Commercial,Diversified Commercial,72.55,90.04,21.199465419311725,19.18,100.0
2024-07-09,VLEGOV,Diversified Commercial,Diversified Commercial,76.16,91.5,21.177406523468576,19.16,100.0
2024-07-10,VLEGOV,Diversified Commercial,Diversified Commercial,78.05,92.18,20.708320445406734,18.69,100.0
2024-07-11,VLEGOV,Diversified Commercial,Diversified Commercial,81.74,96.04,29.581483830057074,27.56,100.0
2024-07-12,VLEGOV,Diversified Commercial,Diversified Commercial,81.75,95.97,31.114675220529264,29.09,100.0
2024-07-15,VLEGOV,Diversified Commercial,Diversified Commercial,84.89,97.13,36.15076182838812,34.13,100.0
2024-07-16,VLEGOV,Diversified Commercial,Diversified Commercial,82.43,80.78,25.924228536510864,23.9,10.0
2024-07-17,VLEGOV,Diversified Commercial,Diversified Commercial,82.43,79.27,21.68585769117215,19.67,10.0
2024-07-18,VLEGOV,Diversified Commercial,Diversified Commercial,86.55,96.93,27.937915742793784,25.92,100.0
2024-07-19,VLEGOV,Diversified Commercial,Diversified Commercial,90.44,98.74,38.118509468540005,36.1,100.0
2024-07-22,VLEGOV,Diversified Commercial,Diversified Commercial,92.71,98.83,44.92730967641081,42.91,100.0
2024-07-23,VLEGOV,Diversified Commercial,Diversified Commercial,89.64,84.12,36.16891994531368,34.15,10.0
2024-07-24,VLEGOV,Diversified Commercial,Diversified Commercial,86.62,87.74,36.00251216831529,33.98,40.0
2024-07-25,VLEGOV,Diversified Commercial,Diversified Commercial,84.09,85.35,27.679927118129367,25.66,40.0
2024-07-26,VLEGOV,Diversified Commercial,Diversified Commercial,88.29,90.69,31.28624535315987,29.27,65.0
2024-07-29,VLEGOV,Diversified Commercial,Diversified Commercial,87.71,86.96,30.988649940262846,28.97,40.0
2024-07-30,VLEGOV,Diversified Commercial,Diversified Commercial,91.04,92.42,39.09854851031322,37.08,65.0
2024-07-31,VLEGOV,Diversified Commercial,Diversified Commercial,87.3,87.97,38.0673730823976,36.05,40.0
2024-08-01,VLEGOV,Diversified Commercial,Diversified Commercial,87.36,91.26,32.06349206349206,30.04,65.0
2024-08-02,VLEGOV,Diversified Commercial,Diversified Commercial,86.28,86.0,24.23326133909287,22.21,40.0
2024-08-05,VLEGOV,Diversified Commercial,Diversified Commercial,81.96,70.51,12.970365265334237,10.95,40.0
2024-08-06,VLEGOV,Diversified Commercial,Diversified Commercial,80.15,66.05,5.238970588235303,3.22,40.0
2024-08-07,VLEGOV,Diversified Commercial,Diversified Commercial,88.16,91.64,12.953235105701477,10.93,100.0
2024-08-08,VLEGOV,Diversified Commercial,Diversified Commercial,94.84,94.68,16.026425250795207,14.01,100.0
2024-08-09,VLEGOV,Diversified Commercial,Diversified Commercial,101.94,96.57,24.69724770642201,22.68,100.0
2024-08-12,VLEGOV,Diversified Commercial,Diversified Commercial,107.03,97.49,26.08081046059607,24.06,100.0
2024-08-13,VLEGOV,Diversified Commercial,Diversified Commercial,109.44,98.24,32.76719640907435,30.75,100.0
2024-08-14,VLEGOV,Diversified Commercial,Diversified Commercial,107.44,88.76,30.340895305107352,28.32,40.0
2024-08-15,VLEGOV,Diversified Commercial,Diversified Commercial,107.44,87.57,24.136337377238593,22.12,40.0
2024-08-16,VLEGOV,Diversified Commercial,Diversified Commercial,105.48,83.83,16.62980981866431,14.61,40.0
2024-08-19,VLEGOV,Diversified Commercial,Diversified Commercial,105.66,85.43,13.96828821054903,11.95,65.0
2024-08-20,VLEGOV,Diversified Commercial,Diversified Commercial,100.66,78.4,12.293618920124949,10.27,40.0
2024-08-21,VLEGOV,Diversified Commercial,Diversified Commercial,105.2,94.19,21.450011544677892,19.43,100.0
2024-08-22,VLEGOV,Diversified Commercial,Diversified Commercial,103.23,85.26,22.76132714948269,20.74,40.0
2024-08-23,VLEGOV,Diversified Commercial,Diversified Commercial,108.1,94.82,22.43742213161173,20.42,100.0
2024-08-26,VLEGOV,Diversified Commercial,Diversified Commercial,113.03,96.9,28.867859993159286,26.85,100.0
2024-08-27,VLEGOV,Diversified Commercial,Diversified Commercial,116.81,96.7,28.306239015817212,26.29,100.0
2024-08-28,VLEGOV,Diversified Commercial,Diversified Commercial,114.43,83.54,31.07674684994275,29.06,10.0
2024-08-29,VLEGOV,Diversified Commercial,Diversified Commercial,109.64,86.43,25.503663003663,23.48,40.0
2024-08-30,VLEGOV,Diversified Commercial,Diversified Commercial,115.11,92.2,33.41446453407511,31.39,65.0
2024-09-02,VLEGOV,Diversified Commercial,Diversified Commercial,118.25,93.03,44.277696437286494,42.26,65.0
2024-09-03,VLEGOV,Diversified Commercial,Diversified Commercial,123.98,93.99,54.6849656893325,52.66,65.0
2024-09-04,VLEGOV,Diversified Commercial,Diversified Commercial,130.17,93.68,47.65199637023591,45.63,65.0
2024-09-05,VLEGOV,Diversified Commercial,Diversified Commercial,128.58,87.66,35.575706452973435,33.56,40.0
2024-09-06,VLEGOV,Diversified Commercial,Diversified Commercial,126.63,85.04,24.220129487934084,22.2,40.0
2024-09-09,VLEGOV,Diversified Commercial,Diversified Commercial,120.68,79.32,12.75343361674297,10.73,40.0
2024-09-10,VLEGOV,Diversified Commercial,Diversified Commercial,126.69,84.06,15.762061403508776,13.74,65.0
2024-09-11,VLEGOV,Diversified Commercial,Diversified Commercial,126.91,85.59,18.121742367833214,16.1,65.0
2024-09-12,VLEGOV,Diversified Commercial,Diversified Commercial,125.97,80.63,17.246835443037977,15.23,40.0
2024-09-13,VLEGOV,Diversified Commercial,Diversified Commercial,127.26,92.1,20.64846416382253,18.63,100.0
2024-09-16,VLEGOV,Diversified Commercial,Diversified Commercial,133.38,95.65,26.2350936967632,24.22,100.0
2024-09-17,VLEGOV,Diversified Commercial,Diversified Commercial,139.79,93.04,38.873435326842845,36.85,65.0
2024-09-18,VLEGOV,Diversified Commercial,Diversified Commercial,142.9,97.95,35.83650190114069,33.82,100.0
2024-09-19,VLEGOV,Diversified Commercial,Diversified Commercial,138.91,88.75,34.563595853918414,32.54,40.0
2024-09-20,VLEGOV,Diversified Commercial,Diversified Commercial,138.25,88.2,27.890841813135992,25.87,40.0
2024-09-23,VLEGOV,Diversified Commercial,Diversified Commercial,137.21,86.59,21.392550650269836,19.37,40.0
2024-09-24,VLEGOV,Diversified Commercial,Diversified Commercial,141.29,95.89,20.957109836486598,18.94,100.0
2024-09-25,VLEGOV,Diversified Commercial,Diversified Commercial,145.84,92.42,27.449095516909907,25.43,65.0
2024-09-26,VLEGOV,Diversified Commercial,Diversified Commercial,152.6,98.75,39.1827800072966,37.16,100.0
2024-09-27,VLEGOV,Diversified Commercial,Diversified Commercial,160.23,93.53,39.197289549126914,37.18,65.0
2024-09-30,VLEGOV,Diversified Commercial,Diversified Commercial,158.82,88.67,34.308668076109925,32.29,40.0
2024-10-01,VLEGOV,Diversified Commercial,Diversified Commercial,164.73,92.71,32.868204549120804,30.85,65.0
2024-10-02,VLEGOV,Diversified Commercial,Diversified Commercial,164.73,88.35,26.549896289467622,24.53,40.0
2024-10-03,VLEGOV,Diversified Commercial,Diversified Commercial,156.49,87.24,21.70633068906518,19.69,40.0
2024-10-04,VLEGOV,Diversified Commercial,Diversified Commercial,148.66,85.82,17.397141277738303,15.38,40.0
2024-10-07,VLEGOV,Diversified Commercial,Diversified Commercial,142.34,69.75,17.948293006297632,15.93,10.0
2024-10-08,VLEGOV,Diversified Commercial,Diversified Commercial,149.45,90.14,17.96511168995185,15.95,65.0
2024-10-09,VLEGOV,Diversified Commercial,Diversified Commercial,156.92,91.74,23.646678748719552,21.63,65.0
2024-10-10,VLEGOV,Diversified Commercial,Diversified Commercial,164.76,93.44,30.793045963324595,28.77,65.0
2024-10-11,VLEGOV,Diversified Commercial,Diversified Commercial,171.94,93.77,35.109225208235095,33.09,65.0
2024-10-14,VLEGOV,Diversified Commercial,Diversified Commercial,177.93,93.58,33.4008097165992,31.38,65.0
2024-10-15,VLEGOV,Diversified Commercial,Diversified Commercial,170.46,88.09,21.940052936547684,19.92,40.0
2024-10-16,VLEGOV,Diversified Commercial,Diversified Commercial,169.55,86.94,18.649405178446465,16.63,40.0
2024-10-17,VLEGOV,Diversified Commercial,Diversified Commercial,163.31,85.78,17.565330069829386,15.55,40.0
2024-10-18,VLEGOV,Diversified Commercial,Diversified Commercial,168.1,91.25,21.59132007233273,19.57,65.0
2024-10-21,VLEGOV,Diversified Commercial,Diversified Commercial,165.21,87.18,20.406675898258154,18.39,40.0
2024-10-22,VLEGOV,Diversified Commercial,Diversified Commercial,160.44,86.93,13.553683912520341,11.53,40.0
2024-10-23,VLEGOV,Diversified Commercial,Diversified Commercial,162.08,89.87,11.135490948985204,9.12,65.0
2024-10-24,VLEGOV,Diversified Commercial,Diversified Commercial,157.7,70.13,3.342070773263428,1.32,40.0
2024-10-25,VLEGOV,Diversified Commercial,Diversified Commercial,149.81,56.89,-6.5031517194033555,-8.52,40.0
2024-10-28,VLEGOV,Diversified Commercial,Diversified Commercial,142.31,41.79,-10.395416194433949,-12.42,40.0
2024-10-29,VLEGOV,Diversified Commercial,Diversified Commercial,135.19,21.79,-17.932374188065314,-19.95,40.0
2024-10-30,VLEGOV,Diversified Commercial,Diversified Commercial,141.94,34.0,-13.834759910156013,-15.85,65.0
2024-10-31,VLEGOV,Diversified Commercial,Diversified Commercial,148.42,50.57,-5.1568790338040955,-7.18,65.0
2024-11-01,VLEGOV,Diversified Commercial,Diversified Commercial,152.92,78.41,2.8655993542311187,0.85,65.0
2024-11-04,VLEGOV,Diversified Commercial,Diversified Commercial,151.11,64.64,6.161303920191097,4.14,40.0
2024-11-05,VLEGOV,Diversified Commercial,Diversified Commercial,150.74,57.44,0.8631649381064088,-1.16,40.0
2024-11-06,VLEGOV,Diversified Commercial,Diversified Commercial,156.44,68.64,-0.3058883507519705,-2.33,65.0
2024-11-07,VLEGOV,Diversified Commercial,Diversified Commercial,161.04,64.86,-2.2578295702840534,-4.28,65.0
2024-11-08,VLEGOV,Diversified Commercial,Diversified Commercial,165.21,63.34,-3.914156100965449,-5.93,65.0
2024-11-11,VLEGOV,Diversified Commercial,Diversified Commercial,165.81,58.4,-6.81166750969483,-8.83,65.0
2024-11-12,VLEGOV,Diversified Commercial,Diversified Commercial,160.46,60.62,-5.8664789393406025,-7.89,40.0
2024-11-13,VLEGOV,Diversified Commercial,Diversified Commercial,152.43,44.66,-10.097316425833093,-12.12,40.0
2024-11-14,VLEGOV,Diversified Commercial,Diversified Commercial,153.83,57.06,-5.804910905639571,-7.82,65.0
2024-11-18,VLEGOV,Diversified Commercial,Diversified Commercial,151.54,43.11,-9.851279000594882,-11.87,40.0
2024-11-19,VLEGOV,Diversified Commercial,Diversified Commercial,152.47,47.8,-7.711397615156468,-9.73,65.0
2024-11-20,VLEGOV,Diversified Commercial,Diversified Commercial,152.47,42.88,-4.967589129892791,-6.99,40.0
2024-11-21,VLEGOV,Diversified Commercial,Diversified Commercial,146.62,30.18,-9.538499506416587,-11.56,40.0
2024-11-22,VLEGOV,Diversified Commercial,Diversified Commercial,152.33,56.07,-3.4051997463538264,-5.43,100.0
2024-11-25,VLEGOV,Diversified Commercial,Diversified Commercial,157.17,82.41,4.912889660236286,2.89,100.0
2024-11-26,VLEGOV,Diversified Commercial,Diversified Commercial,154.88,79.42,8.832829737896141,6.81,40.0
2024-11-27,VLEGOV,Diversified Commercial,Diversified Commercial,152.92,70.38,13.114875360603584,11.09,40.0
2024-11-28,VLEGOV,Diversified Commercial,Diversified Commercial,150.49,65.31,6.023671974073563,4.0,40.0
2024-11-29,VLEGOV,Diversified Commercial,Diversified Commercial,157.11,86.81,5.855006063872814,3.84,100.0
2024-12-02,VLEGOV,Diversified Commercial,Diversified Commercial,154.86,70.59,1.2686371959194531,-0.75,40.0
2024-12-03,VLEGOV,Diversified Commercial,Diversified Commercial,155.34,72.14,2.7992852888624187,0.78,65.0
2024-12-04,VLEGOV,Diversified Commercial,Diversified Commercial,163.03,86.88,8.153111317500317,6.13,100.0
2024-12-05,VLEGOV,Diversified Commercial,Diversified Commercial,161.14,72.18,3.0043467143952896,0.98,40.0
2024-12-06,VLEGOV,Diversified Commercial,Diversified Commercial,161.4,64.4,0.22354694485842153,-1.8,65.0
2024-12-09,VLEGOV,Diversified Commercial,Diversified Commercial,159.86,48.37,-3.238302766176382,-5.26,40.0
2024-12-10,VLEGOV,Diversified Commercial,Diversified Commercial,160.39,49.84,-3.2688016404318287,-5.29,65.0
2024-12-11,VLEGOV,Diversified Commercial,Diversified Commercial,167.44,71.36,4.349993767917226,2.33,100.0
2024-12-12,VLEGOV,Diversified Commercial,Diversified Commercial,161.98,61.56,6.265170898117156,4.25,40.0
2024-12-13,VLEGOV,Diversified Commercial,Diversified Commercial,161.63,54.37,5.070532405902606,3.05,10.0
2024-12-16,VLEGOV,Diversified Commercial,Diversified Commercial,160.04,57.65,5.609080110861808,3.59,40.0
2024-12-17,VLEGOV,Diversified Commercial,Diversified Commercial,157.74,43.04,3.45641765593232,1.44,40.0
2024-12-18,VLEGOV,Diversified Commercial,Diversified Commercial,153.69,37.28,0.80015740801469,-1.22,40.0
2024-12-19,VLEGOV,Diversified Commercial,Diversified Commercial,157.91,57.69,7.700177329150182,5.68,65.0
2024-12-20,VLEGOV,Diversified Commercial,Diversified Commercial,152.93,37.67,0.3938817041948317,-1.63,40.0
2024-12-23,VLEGOV,Diversified Commercial,Diversified Commercial,150.0,27.46,-4.561939301393392,-6.58,40.0
2024-12-24,VLEGOV,Diversified Commercial,Diversified Commercial,157.06,67.7,1.4075413223140432,-0.61,65.0
2024-12-25,VLEGOV,Diversified Commercial,Diversified Commercial,157.06,69.35,2.707297933560038,0.69,40.0
2024-12-26,VLEGOV,Diversified Commercial,Diversified Commercial,162.89,82.42,8.239750149511572,6.22,65.0
2024-12-27,VLEGOV,Diversified Commercial,Diversified Commercial,167.7,82.16,6.740500286423501,4.72,65.0
2024-12-30,VLEGOV,Diversified Commercial,Diversified Commercial,176.08,94.23,13.70269921219165,11.68,100.0
2024-12-31,VLEGOV,Diversified Commercial,Diversified Commercial,183.46,96.42,18.102227372215786,16.08,100.0
2025-01-01,VLEGOV,Diversified Commercial,Diversified Commercial,184.71,94.37,13.298165981721155,11.28,100.0
2025-01-02,VLEGOV,Diversified Commercial,Diversified Commercial,188.74,95.75,17.12796326175998,15.11,100.0
2025-01-03,VLEGOV,Diversified Commercial,Diversified Commercial,191.19,96.18,18.457249070631953,16.44,100.0
2025-01-06,VLEGOV,Diversified Commercial,Diversified Commercial,182.96,82.03,14.450143875891408,12.43,10.0
2025-01-07,VLEGOV,Diversified Commercial,Diversified Commercial,189.05,91.47,17.86894444790823,15.85,65.0
2025-01-08,VLEGOV,Diversified Commercial,Diversified Commercial,186.32,81.43,11.275680840898229,9.26,10.0
2025-01-09,VLEGOV,Diversified Commercial,Diversified Commercial,177.32,85.11,9.47030497592296,7.45,40.0
2025-01-10,VLEGOV,Diversified Commercial,Diversified Commercial,168.45,71.15,4.219513704139088,2.2,40.0
2025-01-13,VLEGOV,Diversified Commercial,Diversified Commercial,160.02,64.34,-0.01249687578104286,-2.03,40.0
2025-01-14,VLEGOV,Diversified Commercial,Diversified Commercial,166.07,82.37,5.2808418917205335,3.26,100.0
2025-01-15,VLEGOV,Diversified Commercial,Diversified Commercial,167.95,83.5,9.278417593857768,7.26,100.0
2025-01-16,VLEGOV,Diversified Commercial,Diversified Commercial,170.86,77.95,8.200873915521512,6.18,65.0
2025-01-17,VLEGOV,Diversified Commercial,Diversified Commercial,167.91,73.81,9.7953311972798,7.78,40.0
2025-01-20,VLEGOV,Diversified Commercial,Diversified Commercial,168.4,77.83,12.26666666666667,10.25,65.0
2025-01-21,VLEGOV,Diversified Commercial,Diversified Commercial,160.37,62.71,2.107474850375657,0.09,40.0
2025-01-22,VLEGOV,Diversified Commercial,Diversified Commercial,155.43,58.71,-1.0378199414236566,-3.06,40.0
2025-01-23,VLEGOV,Diversified Commercial,Diversified Commercial,153.06,42.82,-6.034747375529492,-8.05,40.0
2025-01-24,VLEGOV,Diversified Commercial,Diversified Commercial,160.45,56.89,-4.323196183661304,-6.34,65.0
2025-01-27,VLEGOV,Diversified Commercial,Diversified Commercial,152.42,34.84,-13.437074057246722,-15.46,40.0
2025-01-28,VLEGOV,Diversified Commercial,Diversified Commercial,144.79,23.26,-21.078164177477387,-23.1,40.0
2025-01-29,VLEGOV,Diversified Commercial,Diversified Commercial,149.64,33.94,-18.986519408803005,-21.01,100.0
2025-01-30,VLEGOV,Diversified Commercial,Diversified Commercial,156.58,32.83,-17.039313341104155,-19.06,65.0
2025-01-31,VLEGOV,Diversified Commercial,Diversified Commercial,148.75,20.78,-22.197813693184788,-24.22,40.0
2025-02-03,VLEGOV,Diversified Commercial,Diversified Commercial,134.24,17.0,-26.62877131613467,-28.65,40.0
2025-02-04,VLEGOV,Diversified Commercial,Diversified Commercial,127.52,15.3,-32.54694525257869,-34.57,40.0
2025-02-05,VLEGOV,Diversified Commercial,Diversified Commercial,121.14,14.35,-34.982825246887074,-37.0,40.0
2025-02-06,VLEGOV,Diversified Commercial,Diversified Commercial,115.08,14.01,-35.10038348748026,-37.12,40.0
2025-02-07,VLEGOV,Diversified Commercial,Diversified Commercial,109.32,13.59,-35.10240427426537,-37.12,40.0
2025-02-10,VLEGOV,Diversified Commercial,Diversified Commercial,103.85,13.32,-35.10186226721661,-37.12,40.0
2025-02-11,VLEGOV,Diversified Commercial,Diversified Commercial,98.65,12.83,-40.59733847172878,-42.62,40.0
2025-02-12,VLEGOV,Diversified Commercial,Diversified Commercial,93.71,12.45,-44.203632033343254,-46.22,40.0
2025-02-13,VLEGOV,Diversified Commercial,Diversified Commercial,89.02,12.04,-47.89886456748216,-49.92,40.0
2025-02-14,VLEGOV,Diversified Commercial,Diversified Commercial,84.56,11.71,-49.639687928056695,-51.66,40.0
2025-02-17,VLEGOV,Diversified Commercial,Diversified Commercial,80.33,11.4,-52.29809976247031,-54.32,40.0
2025-02-18,VLEGOV,Diversified Commercial,Diversified Commercial,76.31,11.11,-52.41628733553657,-54.44,40.0
2025-02-19,VLEGOV,Diversified Commercial,Diversified Commercial,72.49,10.77,-53.36164189667375,-55.38,40.0
2025-02-20,VLEGOV,Diversified Commercial,Diversified Commercial,68.86,10.52,-55.011106755520714,-57.03,40.0
2025-02-21,VLEGOV,Diversified Commercial,Diversified Commercial,67.52,5.89,-57.918354627609844,-59.94,10.0
2025-02-24,VLEGOV,Diversified Commercial,Diversified Commercial,64.14,10.12,-57.91890827975331,-59.94,40.0
2025-02-25,VLEGOV,Diversified Commercial,Diversified Commercial,60.93,9.88,-57.918364527937015,-59.94,40.0
2025-02-27,VLEGOV,Diversified Commercial,Diversified Commercial,57.88,9.68,-61.320502539427956,-63.34,40.0
2025-02-28,VLEGOV,Diversified Commercial,Diversified Commercial,54.98,9.52,-64.8869587431345,-66.91,40.0
2025-03-03,VLEGOV,Diversified Commercial,Diversified Commercial,52.23,9.29,-64.88739495798319,-66.91,40.0
2025-03-04,VLEGOV,Diversified Commercial,Diversified Commercial,49.61,9.18,-63.043802145411206,-65.06,40.0
2025-03-05,VLEGOV,Diversified Commercial,Diversified Commercial,47.12,4.66,-63.04893350062735,-65.07,10.0
2025-03-06,VLEGOV,Diversified Commercial,Diversified Commercial,46.78,4.79,-61.3835231963018,-63.4,10.0
2025-03-07,VLEGOV,Diversified Commercial,Diversified Commercial,44.44,4.66,-61.38338547097671,-63.4,10.0
2025-03-10,VLEGOV,Diversified Commercial,Diversified Commercial,42.21,9.18,-61.38858397365532,-63.41,40.0
2025-03-11,VLEGOV,Diversified Commercial,Diversified Commercial,40.09,9.18,-61.39624458353394,-63.42,40.0
2025-03-12,VLEGOV,Diversified Commercial,Diversified Commercial,38.08,9.16,-61.398884946781564,-63.42,40.0
2025-03-13,VLEGOV,Diversified Commercial,Diversified Commercial,36.17,9.16,-61.4021982712624,-63.42,40.0
2025-03-17,VLEGOV,Diversified Commercial,Diversified Commercial,34.36,9.16,-61.40193215007863,-63.42,40.0
2025-03-18,VLEGOV,Diversified Commercial,Diversified Commercial,32.64,9.16,-61.40018921475875,-63.42,40.0
2025-03-19,VLEGOV,Diversified Commercial,Diversified Commercial,34.27,18.38,-57.338478775052906,-59.36,100.0
2025-03-20,VLEGOV,Diversified Commercial,Diversified Commercial,35.98,18.5,-52.850216223299704,-54.87,100.0
2025-03-21,VLEGOV,Diversified Commercial,Diversified Commercial,37.72,18.71,-47.96523658435646,-49.99,100.0
2025-03-24,VLEGOV,Diversified Commercial,Diversified Commercial,36.31,5.16,-47.269822828928255,-49.29,10.0
2025-03-25,VLEGOV,Diversified Commercial,Diversified Commercial,37.85,18.73,-43.94253554502369,-45.96,100.0
2025-03-26,VLEGOV,Diversified Commercial,Diversified Commercial,36.0,5.14,-43.87277829747428,-45.89,10.0
2025-03-27,VLEGOV,Diversified Commercial,Diversified Commercial,35.28,9.66,-42.09748892171344,-44.12,40.0
2025-03-28,VLEGOV,Diversified Commercial,Diversified Commercial,35.98,13.75,-37.83690393918453,-39.86,65.0
2025-04-01,VLEGOV,Diversified Commercial,Diversified Commercial,35.56,9.98,-35.321935249181514,-37.34,40.0
2025-04-02,VLEGOV,Diversified Commercial,Diversified Commercial,36.27,13.62,-30.55715106260769,-32.58,65.0
2025-04-03,VLEGOV,Diversified Commercial,Diversified Commercial,36.99,13.74,-25.438419673452927,-27.46,65.0
2025-04-04,VLEGOV,Diversified Commercial,Diversified Commercial,37.72,14.54,-19.949066213921895,-21.97,65.0
2025-04-07,VLEGOV,Diversified Commercial,Diversified Commercial,36.96,11.56,-20.99187687045746,-23.01,40.0
2025-04-08,VLEGOV,Diversified Commercial,Diversified Commercial,37.69,18.3,-15.189018901890194,-17.21,65.0
2025-04-09,VLEGOV,Diversified Commercial,Diversified Commercial,38.24,24.21,-9.40535418147358,-11.43,65.0
2025-04-11,VLEGOV,Diversified Commercial,Diversified Commercial,39.0,30.8,-2.7188825143427353,-4.74,65.0
2025-04-15,VLEGOV,Diversified Commercial,Diversified Commercial,39.78,41.09,4.464285714285721,2.44,65.0
2025-04-16,VLEGOV,Diversified Commercial,Diversified Commercial,40.57,53.63,12.16477743986728,10.14,65.0
2025-04-17,VLEGOV,Diversified Commercial,Diversified Commercial,41.38,69.44,20.43073341094297,18.41,65.0
2025-04-21,VLEGOV,Diversified Commercial,Diversified Commercial,42.2,74.16,29.289215686274517,27.27,65.0
2025-04-22,VLEGOV,Diversified Commercial,Diversified Commercial,43.04,73.58,25.590895827254133,23.57,65.0
2025-04-23,VLEGOV,Diversified Commercial,Diversified Commercial,43.9,72.25,22.012229016120077,19.99,65.0
2025-04-24,VLEGOV,Diversified Commercial,Diversified Commercial,44.77,71.53,18.690349946977737,16.67,65.0
2025-04-25,VLEGOV,Diversified Commercial,Diversified Commercial,45.66,75.6,25.75048196089229,23.73,65.0
2025-04-28,VLEGOV,Diversified Commercial,Diversified Commercial,46.57,74.21,23.038309114927348,21.02,65.0
2025-04-29,VLEGOV,Diversified Commercial,Diversified Commercial,47.5,75.94,31.944444444444443,29.92,65.0
2025-04-30,VLEGOV,Diversified Commercial,Diversified Commercial,48.45,81.91,37.32993197278911,35.31,100.0
2025-05-02,VLEGOV,Diversified Commercial,Diversified Commercial,49.41,76.63,37.326292384658146,35.31,65.0
2025-05-05,VLEGOV,Diversified Commercial,Diversified Commercial,50.39,77.27,41.70416197975253,39.68,65.0
2025-05-06,VLEGOV,Diversified Commercial,Diversified Commercial,51.38,82.72,41.659773917838436,39.64,100.0
2025-05-07,VLEGOV,Diversified Commercial,Diversified Commercial,52.4,82.94,41.65990808326574,39.64,100.0
2025-05-08,VLEGOV,Diversified Commercial,Diversified Commercial,53.3,77.78,41.30434782608696,39.28,65.0
2025-05-09,VLEGOV,Diversified Commercial,Diversified Commercial,52.23,73.78,41.31493506493504,39.29,40.0
2025-05-12,VLEGOV,Diversified Commercial,Diversified Commercial,53.27,77.41,41.337224728044596,39.32,65.0
2025-05-13,VLEGOV,Diversified Commercial,Diversified Commercial,54.33,77.34,42.07635983263598,40.06,65.0
2025-05-14,VLEGOV,Diversified Commercial,Diversified Commercial,55.41,77.29,42.07692307692308,40.06,65.0
2025-05-15,VLEGOV,Diversified Commercial,Diversified Commercial,56.51,77.55,42.05630970336851,40.04,65.0
2025-05-16,VLEGOV,Diversified Commercial,Diversified Commercial,57.64,82.81,42.07542519102785,40.06,100.0
2025-05-19,VLEGOV,Diversified Commercial,Diversified Commercial,58.79,77.62,42.07346544224262,40.05,65.0
2025-05-20,VLEGOV,Diversified Commercial,Diversified Commercial,59.96,77.88,42.08530805687203,40.07,65.0
2025-05-21,VLEGOV,Diversified Commercial,Diversified Commercial,61.15,83.2,42.0771375464684,40.06,100.0
2025-05-22,VLEGOV,Diversified Commercial,Diversified Commercial,62.37,83.31,42.07289293849659,40.05,100.0
2025-05-23,VLEGOV,Diversified Commercial,Diversified Commercial,63.61,83.41,42.08175117266024,40.06,100.0
2025-05-26,VLEGOV,Diversified Commercial,Diversified Commercial,64.88,77.9,42.093736311870344,40.07,65.0
2025-05-27,VLEGOV,Diversified Commercial,Diversified Commercial,63.58,73.56,36.52566029632811,34.51,40.0
2025-05-28,VLEGOV,Diversified Commercial,Diversified Commercial,64.85,82.56,36.52631578947367,34.51,100.0
2025-05-29,VLEGOV,Diversified Commercial,Diversified Commercial,63.55,71.67,31.16615067079462,29.15,40.0
2025-05-30,VLEGOV,Diversified Commercial,Diversified Commercial,62.58,65.04,26.65452337583485,24.63,10.0
2025-06-02,VLEGOV,Diversified Commercial,Diversified Commercial,63.8,83.22,26.61242309982139,24.59,100.0
2025-06-03,VLEGOV,Diversified Commercial,Diversified Commercial,65.04,76.66,26.586220319190357,24.57,65.0
2025-06-04,VLEGOV,Diversified Commercial,Diversified Commercial,63.73,70.0,21.622137404580144,19.6,40.0
2025-06-05,VLEGOV,Diversified Commercial,Diversified Commercial,63.9,70.83,19.88742964352721,17.87,65.0
2025-06-06,VLEGOV,Diversified Commercial,Diversified Commercial,62.62,65.77,19.892781926096113,17.87,40.0
2025-06-09,VLEGOV,Diversified Commercial,Diversified Commercial,61.36,64.39,15.186784306363798,13.17,40.0
2025-06-10,VLEGOV,Diversified Commercial,Diversified Commercial,60.13,51.38,10.67550156451318,8.66,40.0
2025-06-11,VLEGOV,Diversified Commercial,Diversified Commercial,58.92,40.24,6.334596643205215,4.31,40.0
2025-06-12,VLEGOV,Diversified Commercial,Diversified Commercial,57.74,35.59,2.17660591045834,0.16,40.0
