date,basic_industry,Q1_CURRENT_STRENGTH,EXPECTED_RETURN_20D,P_gt_5pct_20D,BEST_HORIZON,OPPORTUNITY_CLASS,Q3_KEY_POSITIVE_DRIVERS,Q3_KEY_RISK_FACTORS
2025-02-20,Breweries & Distilleries,26.8,-5.44,9.8,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-9.2% 20D RS)
2025-02-21,Breweries & Distilleries,24.9,-6.12,8.7,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-9.5% 20D RS)
2025-02-24,Breweries & Distilleries,26.5,-3.9,13.0,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+9.7 pts),-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-6.9% 20D RS)
2025-02-25,Breweries & Distilleries,24.7,-4.37,11.9,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+9.5 pts),-Weak Breadth Participation (10% > SMA50); -Underperforming NIFTY (-5.8% 20D RS)
2025-02-27,Breweries & Distilleries,24.3,-5.68,9.4,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.7 pts),-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-9.5% 20D RS)
2025-02-28,Breweries & Distilleries,20.7,-8.16,5.9,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-13.9% 20D RS)
2025-03-03,Breweries & Distilleries,19.8,-8.16,5.9,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-15.1% 20D RS)
2025-03-04,Breweries & Distilleries,18.0,-9.2,4.9,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (20% > SMA50); -Underperforming NIFTY (-18.7% 20D RS)
2025-03-05,Breweries & Distilleries,24.6,-6.12,8.7,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-15.0% 20D RS)
2025-03-06,Breweries & Distilleries,28.6,-4.36,11.9,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+4.3 pts); +Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-12.3% 20D RS)
2025-03-07,Breweries & Distilleries,32.2,-2.17,17.6,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+11.6 pts); +Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-9.3% 20D RS)
2025-03-10,Breweries & Distilleries,30.4,-2.79,15.8,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+10.6 pts),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-9.6% 20D RS)
2025-03-11,Breweries & Distilleries,32.7,-1.51,19.8,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+14.7 pts),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-6.6% 20D RS)
2025-03-12,Breweries & Distilleries,34.2,-2.04,18.0,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+9.7 pts),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-2.9% 20D RS)
2025-03-13,Breweries & Distilleries,33.0,-3.27,14.5,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+4.5 pts),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-3.8% 20D RS)
2025-03-17,Breweries & Distilleries,37.0,-2.28,17.3,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+4.7 pts),-Weak Breadth Participation (40% > SMA50); -Underperforming NIFTY (-3.3% 20D RS)
2025-03-18,Breweries & Distilleries,40.4,-0.52,23.3,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.6% 20D RS); +Strength Accelerating (+9.9 pts),-Weak Breadth Participation (40% > SMA50)
2025-03-19,Breweries & Distilleries,43.8,0.53,27.6,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+3.8% 20D RS); +Strength Accelerating (+11.2 pts),-Weak Breadth Participation (40% > SMA50)
2025-03-20,Breweries & Distilleries,47.1,1.63,32.5,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+7.9% 20D RS); +Strength Accelerating (+12.9 pts),-Weak Breadth Participation (40% > SMA50)
2025-03-21,Breweries & Distilleries,52.3,3.26,40.7,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+5.7% 20D RS); +Strength Accelerating (+19.3 pts); +Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (50% > SMA50)
2025-03-24,Breweries & Distilleries,51.4,2.92,38.9,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+3.2% 20D RS); +Strength Accelerating (+14.4 pts),
2025-03-25,Breweries & Distilleries,47.0,0.48,27.3,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+2.4% 20D RS); +Strength Accelerating (+6.6 pts),-Weak Breadth Participation (40% > SMA50)
2025-03-26,Breweries & Distilleries,46.1,-0.55,23.2,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+2.4% 20D RS); +Strength Accelerating (+2.2 pts),-Weak Breadth Participation (40% > SMA50)
2025-03-27,Breweries & Distilleries,50.2,0.59,27.8,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+4.2% 20D RS); +Strength Accelerating (+3.0 pts),-Weak Breadth Participation (50% > SMA50)
2025-03-28,Breweries & Distilleries,50.5,-0.22,24.5,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+5.7% 20D RS),-Weak Breadth Participation (50% > SMA50)
2025-04-01,Breweries & Distilleries,59.9,3.92,44.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+10.0% 20D RS); +Strength Accelerating (+8.6 pts),
2025-04-02,Breweries & Distilleries,61.5,5.36,52.0,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+12.5% 20D RS); +Strength Accelerating (+14.5 pts),
2025-04-03,Breweries & Distilleries,62.0,5.57,53.1,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+12.2% 20D RS); +Strength Accelerating (+15.9 pts),
2025-04-04,Breweries & Distilleries,51.1,0.42,27.1,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+3.7% 20D RS),-Weak Breadth Participation (50% > SMA50)
2025-04-07,Breweries & Distilleries,34.5,-6.42,8.2,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (30% > SMA50); -Underperforming NIFTY (-2.9% 20D RS)
2025-04-08,Breweries & Distilleries,43.4,-4.29,12.1,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-2.9% 20D RS); -Strength Decelerating (-16.5 pts)
2025-04-09,Breweries & Distilleries,43.2,-4.32,12.0,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-1.9% 20D RS); -Strength Decelerating (-18.3 pts)
2025-04-11,Breweries & Distilleries,54.0,-0.48,23.5,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+1.4% 20D RS),-Strength Decelerating (-8.0 pts)
2025-04-15,Breweries & Distilleries,62.7,5.15,50.8,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+3.2% 20D RS); +Strength Accelerating (+11.7 pts),
2025-04-16,Breweries & Distilleries,62.8,5.78,54.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+4.9% 20D RS); +Strength Accelerating (+28.3 pts),
2025-04-17,Breweries & Distilleries,62.6,5.73,54.0,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+6.7% 20D RS); +Strength Accelerating (+19.3 pts),
2025-04-21,Breweries & Distilleries,69.8,7.46,63.0,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+6.8% 20D RS); +Strength Accelerating (+26.6 pts),
2025-04-22,Breweries & Distilleries,86.6,11.47,80.1,5D_SHORT_TERM,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+10.4% 20D RS); +Strength Accelerating (+32.6 pts),
2025-04-23,Breweries & Distilleries,75.8,8.56,68.4,5D_SHORT_TERM,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+9.1% 20D RS); +Strength Accelerating (+13.1 pts),
2025-04-24,Breweries & Distilleries,70.0,6.11,56.0,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+5.1% 20D RS); +Strength Accelerating (+7.2 pts),
2025-04-25,Breweries & Distilleries,66.8,4.78,48.8,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+2.1% 20D RS); +Strength Accelerating (+4.2 pts),
2025-04-28,Breweries & Distilleries,61.8,1.37,31.3,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+4.5% 20D RS),-Strength Decelerating (-8.1 pts)
2025-04-29,Breweries & Distilleries,61.2,-0.01,25.3,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+4.9% 20D RS),-Strength Decelerating (-25.4 pts)
2025-04-30,Breweries & Distilleries,58.0,-0.78,22.3,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+2.6% 20D RS),-Strength Decelerating (-17.9 pts)
2025-05-02,Breweries & Distilleries,55.6,-1.24,20.7,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+2.0% 20D RS),-Strength Decelerating (-14.4 pts)
2025-05-05,Breweries & Distilleries,57.0,-0.07,25.1,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+2.0% 20D RS),-Strength Decelerating (-9.8 pts)
2025-05-06,Breweries & Distilleries,46.6,-3.52,13.9,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-2.6% 20D RS); -Strength Decelerating (-15.2 pts)
2025-05-07,Breweries & Distilleries,49.5,-2.23,17.5,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (70% > SMA50); +Volume Accumulation (1.4x 20D avg),-Underperforming NIFTY (-2.9% 20D RS); -Strength Decelerating (-11.7 pts)
2025-05-08,Breweries & Distilleries,41.0,-4.87,10.9,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (40% > SMA50); -Underperforming NIFTY (-0.9% 20D RS)
2025-05-09,Breweries & Distilleries,51.8,-0.24,24.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+3.8% 20D RS),-Strength Decelerating (-3.8 pts)
2025-05-12,Breweries & Distilleries,63.2,4.29,46.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+5.3% 20D RS); +Strength Accelerating (+6.2 pts),
2025-05-13,Breweries & Distilleries,67.4,6.86,59.9,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+7.5% 20D RS); +Strength Accelerating (+20.8 pts),
2025-05-14,Breweries & Distilleries,68.1,7.05,60.9,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+6.1% 20D RS); +Strength Accelerating (+18.7 pts),
2025-05-15,Breweries & Distilleries,73.7,8.39,67.6,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+8.0% 20D RS); +Strength Accelerating (+32.8 pts),
2025-05-16,Breweries & Distilleries,72.2,8.02,65.8,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+7.3% 20D RS); +Strength Accelerating (+20.3 pts),
2025-05-19,Breweries & Distilleries,72.4,7.04,60.9,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (90% > SMA50); +Outperforming NIFTY (+7.7% 20D RS); +Strength Accelerating (+9.2 pts),
2025-05-20,Breweries & Distilleries,68.2,4.51,47.3,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+4.5% 20D RS); +Volume Accumulation (1.2x 20D avg),
2025-05-21,Breweries & Distilleries,58.3,0.23,26.3,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50),-Underperforming NIFTY (-1.1% 20D RS); -Strength Decelerating (-9.8 pts)
2025-05-22,Breweries & Distilleries,57.3,-0.95,21.7,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50),-Underperforming NIFTY (-0.5% 20D RS); -Strength Decelerating (-16.4 pts)
2025-05-23,Breweries & Distilleries,57.3,-0.91,21.9,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+2.2% 20D RS),-Strength Decelerating (-14.8 pts)
2025-05-26,Breweries & Distilleries,61.0,0.56,27.7,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+4.0% 20D RS),-Strength Decelerating (-11.5 pts)
2025-05-27,Breweries & Distilleries,55.2,-1.09,21.2,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+4.8% 20D RS),-Strength Decelerating (-13.0 pts)
2025-05-28,Breweries & Distilleries,55.1,0.63,28.0,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+4.0% 20D RS),-Strength Decelerating (-3.3 pts)
2025-05-29,Breweries & Distilleries,59.3,2.6,37.3,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+4.4% 20D RS); +Strength Accelerating (+2.0 pts),
2025-05-30,Breweries & Distilleries,57.6,1.88,33.7,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+4.9% 20D RS),
2025-06-02,Breweries & Distilleries,55.0,0.14,25.9,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+2.9% 20D RS),-Strength Decelerating (-5.9 pts)
2025-06-03,Breweries & Distilleries,62.9,4.49,47.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+6.7% 20D RS); +Strength Accelerating (+7.7 pts),
2025-06-04,Breweries & Distilleries,63.6,4.78,48.8,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+7.5% 20D RS); +Strength Accelerating (+8.5 pts),
2025-06-05,Breweries & Distilleries,68.2,5.96,55.2,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+11.0% 20D RS); +Strength Accelerating (+8.9 pts),
2025-06-06,Breweries & Distilleries,69.0,6.63,58.7,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+10.4% 20D RS); +Strength Accelerating (+11.4 pts),
2025-06-09,Breweries & Distilleries,63.4,4.71,48.4,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (80% > SMA50); +Outperforming NIFTY (+5.6% 20D RS); +Strength Accelerating (+8.3 pts),
2025-06-10,Breweries & Distilleries,63.1,3.18,40.3,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (70% > SMA50); +Outperforming NIFTY (+4.7% 20D RS),
2025-06-11,Breweries & Distilleries,62.5,2.82,38.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+3.7% 20D RS); +Volume Accumulation (16.2x 20D avg),
2025-06-12,Breweries & Distilleries,55.5,-0.95,21.7,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50); +Outperforming NIFTY (+0.7% 20D RS); +Volume Accumulation (1.5x 20D avg),-Strength Decelerating (-12.7 pts)
2025-06-13,Breweries & Distilleries,53.9,-1.77,18.9,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-1.0% 20D RS); -Strength Decelerating (-15.2 pts)
2025-06-16,Breweries & Distilleries,50.6,-2.15,17.7,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-1.9% 20D RS); -Strength Decelerating (-12.8 pts)
2025-06-17,Breweries & Distilleries,50.0,-2.37,17.0,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-1.3% 20D RS); -Strength Decelerating (-13.1 pts)
2025-06-18,Breweries & Distilleries,46.2,-3.62,13.6,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (60% > SMA50),-Underperforming NIFTY (-1.6% 20D RS); -Strength Decelerating (-16.4 pts)
2024-10-28,Capital Goods,28.8,-7.76,6.4,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-8.8% 20D RS)
2024-10-29,Capital Goods,27.6,-5.97,8.9,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-8.0% 20D RS)
2024-10-30,Capital Goods,31.9,-4.68,11.3,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-7.0% 20D RS)
2024-10-31,Capital Goods,36.0,-2.26,17.4,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+6.1 pts); +Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-3.9% 20D RS)
2024-11-01,Capital Goods,30.6,-3.87,13.0,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+4.3 pts),-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-2.9% 20D RS)
2024-11-04,Capital Goods,40.9,0.0,25.4,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.4% 20D RS); +Strength Accelerating (+12.1 pts); +Volume Accumulation (1.8x 20D avg),-Weak Breadth Participation (38% > SMA50)
2024-11-05,Capital Goods,35.4,-2.09,17.9,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+7.8 pts),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-2.2% 20D RS)
2024-11-06,Capital Goods,44.0,0.73,28.4,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+12.1 pts); +Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (46% > SMA50); -Underperforming NIFTY (-0.4% 20D RS)
2024-11-07,Capital Goods,43.0,-0.44,23.6,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+7.0 pts),-Weak Breadth Participation (46% > SMA50); -Underperforming NIFTY (-2.2% 20D RS)
2024-11-08,Capital Goods,43.2,0.64,28.0,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+12.6 pts); +Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-3.9% 20D RS)
2024-11-11,Capital Goods,37.4,-3.66,13.5,60D_STRUCTURAL,NEUTRAL,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-6.0% 20D RS)
2024-11-12,Capital Goods,32.4,-4.77,11.1,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-9.4% 20D RS)
2024-11-13,Capital Goods,24.7,-8.77,5.3,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-13.6% 20D RS)
2024-11-14,Capital Goods,29.1,-7.52,6.7,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.5x 20D avg),-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-11.7% 20D RS)
2024-11-18,Capital Goods,28.2,-7.93,6.2,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (27% > SMA50); -Underperforming NIFTY (-9.7% 20D RS)
2024-11-19,Capital Goods,31.4,-5.54,9.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-6.9% 20D RS)
2024-11-20,Capital Goods,34.0,-3.55,13.8,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-3.2% 20D RS)
2024-11-21,Capital Goods,33.0,-2.61,16.3,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+8.2 pts),-Weak Breadth Participation (27% > SMA50); -Underperforming NIFTY (-4.6% 20D RS)
2024-11-22,Capital Goods,32.8,-3.46,14.0,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.7 pts),-Weak Breadth Participation (27% > SMA50); -Underperforming NIFTY (-3.3% 20D RS)
2024-11-25,Capital Goods,45.2,1.54,32.1,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+1.4% 20D RS); +Strength Accelerating (+16.9 pts); +Volume Accumulation (2.4x 20D avg),-Weak Breadth Participation (31% > SMA50)
2024-11-26,Capital Goods,37.9,-1.75,19.0,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.7% 20D RS); +Strength Accelerating (+6.5 pts),-Weak Breadth Participation (31% > SMA50)
2024-11-27,Capital Goods,38.8,-1.82,18.7,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+0.0% 20D RS); +Strength Accelerating (+4.8 pts),-Weak Breadth Participation (31% > SMA50)
2024-11-28,Capital Goods,39.1,-1.51,19.8,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+6.2 pts),-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-0.7% 20D RS)
2024-11-29,Capital Goods,38.6,-1.68,19.2,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+5.8 pts),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-2.0% 20D RS)
2024-12-02,Capital Goods,36.9,-4.62,11.4,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (35% > SMA50); -Underperforming NIFTY (-2.4% 20D RS)
2024-12-03,Capital Goods,55.6,4.04,44.8,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+0.4% 20D RS); +Strength Accelerating (+17.7 pts); +Volume Accumulation (5.0x 20D avg),-Weak Breadth Participation (42% > SMA50)
2024-12-04,Capital Goods,53.3,3.4,41.4,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+1.4% 20D RS); +Strength Accelerating (+14.5 pts); +Volume Accumulation (2.8x 20D avg),-Weak Breadth Participation (46% > SMA50)
2024-12-05,Capital Goods,46.8,0.63,28.0,5D_SHORT_TERM,EMERGING_LEADER,+Strength Accelerating (+7.7 pts); +Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-2.1% 20D RS)
2024-12-06,Capital Goods,44.0,-0.49,23.4,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+5.3 pts),-Weak Breadth Participation (50% > SMA50); -Underperforming NIFTY (-2.2% 20D RS)
2024-12-09,Capital Goods,45.6,0.51,27.5,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+0.2% 20D RS); +Strength Accelerating (+8.7 pts),-Weak Breadth Participation (50% > SMA50)
2024-12-10,Capital Goods,53.7,0.56,27.7,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+1.9% 20D RS); +Volume Accumulation (1.5x 20D avg),-Weak Breadth Participation (54% > SMA50)
2024-12-11,Capital Goods,56.2,2.01,34.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+5.4% 20D RS); +Strength Accelerating (+2.9 pts),
2024-12-12,Capital Goods,54.9,2.63,37.4,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+8.4% 20D RS); +Strength Accelerating (+8.1 pts),-Weak Breadth Participation (54% > SMA50)
2024-12-13,Capital Goods,55.3,3.32,41.0,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+7.4% 20D RS); +Strength Accelerating (+11.4 pts),-Weak Breadth Participation (54% > SMA50)
2024-12-16,Capital Goods,56.8,3.66,42.8,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+9.0% 20D RS); +Strength Accelerating (+11.2 pts),-Weak Breadth Participation (58% > SMA50)
2024-12-17,Capital Goods,54.7,1.31,31.0,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+7.6% 20D RS),-Weak Breadth Participation (54% > SMA50)
2024-12-18,Capital Goods,51.1,-0.64,22.8,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+6.2% 20D RS),-Weak Breadth Participation (50% > SMA50); -Strength Decelerating (-5.1 pts)
2024-12-19,Capital Goods,50.5,-0.69,22.7,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+6.8% 20D RS),-Weak Breadth Participation (46% > SMA50); -Strength Decelerating (-4.4 pts)
2024-12-20,Capital Goods,44.8,-3.12,14.9,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+4.2% 20D RS),-Weak Breadth Participation (42% > SMA50); -Strength Decelerating (-10.5 pts)
2024-12-23,Capital Goods,39.8,-5.16,10.3,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+1.7% 20D RS),-Weak Breadth Participation (37% > SMA50); -Strength Decelerating (-17.1 pts)
2024-12-24,Capital Goods,39.9,-5.09,10.5,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+1.7% 20D RS),-Weak Breadth Participation (37% > SMA50); -Strength Decelerating (-14.8 pts)
2024-12-25,Capital Goods,38.8,-4.89,10.8,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+1.1% 20D RS),-Weak Breadth Participation (37% > SMA50); -Strength Decelerating (-12.3 pts)
2024-12-26,Capital Goods,38.9,-4.73,11.2,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+0.7% 20D RS),-Weak Breadth Participation (37% > SMA50); -Strength Decelerating (-11.5 pts)
2024-12-27,Capital Goods,40.0,-3.27,14.5,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+0.2% 20D RS),-Weak Breadth Participation (44% > SMA50); -Strength Decelerating (-4.8 pts)
2024-12-30,Capital Goods,40.3,-2.22,17.5,60D_STRUCTURAL,NEUTRAL,,-Weak Breadth Participation (44% > SMA50); -Underperforming NIFTY (-1.6% 20D RS)
2024-12-31,Capital Goods,42.3,-1.42,20.1,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+2.4 pts),-Weak Breadth Participation (48% > SMA50); -Underperforming NIFTY (-2.6% 20D RS)
2025-01-01,Capital Goods,43.7,-0.63,22.9,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+4.9 pts),-Weak Breadth Participation (56% > SMA50); -Underperforming NIFTY (-2.5% 20D RS)
