symbol,company_name,exchange,series,sme_status,sector,industry,primary_industry,secondary_sectors,secondary_industries,classification_source,classification_confidence,verification_status
CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CLEDUCATE,CL Educate Limited,NSE,BE,NON_SME,EDUCATION & EDTECH,Education Academies & Publishing,Education Academies & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CLSEL,Chaman Lal Setia Exports Limited,NSE,EQ,NON_SME,RICE,Basmati Rice Milling & Global Exports,Basmati Rice Milling & Global Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CLSL,CLSL,NSE,ST,SME,AGRICULTURE & AGROCHEMICALS,Crop Protection Formulations,Crop Protection Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CMLL,Caliber Mining and Logistics Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CMNL,CMNL,NSE,SM,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,Precision Machine Tools & Fasteners,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CMPDI,Central Mine Planning & Design Institute Limited,NSE,EQ,NON_SME,MINING & MINERALS,Mining Consultancy & Geological Services,Mining Consultancy & Geological Services,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CMRGREEN,CMR Green Technologies Limited,NSE,EQ,NON_SME,METALS & FABRICATION,Aluminium Recycling & Secondary Metals,Aluminium Recycling & Secondary Metals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CMSINFO,CMS Info Systems Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CNL,Creative Newtech Limited,NSE,EQ,NON_SME,IT SERVICES,IT Distribution & Enterprise Infra,IT Distribution & Enterprise Infra,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COALINDIA,Coal India Limited,NSE,EQ,NON_SME,MINING & MINERALS,Coal Mining,Coal Mining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COASTCORP,Coastal Corporation Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Seafood & Marine Exports,Seafood & Marine Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COCHINSHIP,Cochin Shipyard Limited,NSE,EQ,NON_SME,DEFENCE & AEROSPACE,Naval Warships & Submarines,Naval Warships & Submarines,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COCKERILL,John Cockerill India Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Heavy Process Plant Equipment,Heavy Process Plant Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COFFEEDAY,Coffee Day Enterprises Limited,NSE,BE,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,Tea Plantations & Packaging,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COFORGE,Coforge Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COHANCE,Cohance Lifesciences Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COLPAL,Colgate Palmolive (India) Limited,NSE,EQ,NON_SME,FMCG & PERSONAL CARE,Oral Hygiene,Oral Hygiene,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMFINTE,Comfort Intech Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMMITTED,COMMITTED,NSE,SM,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,Freight Forwarding & Multi-Modal Cargo,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMPEAU,Competent Automobiles Company Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMPINFO,Compuage Infocom Limited,NSE,BZ,NON_SME,IT SERVICES,IT Distribution & Enterprise Infra,IT Distribution & Enterprise Infra,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMPUSOFT,Compucom Software Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COMSYN,Commercial Syn Bags Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONCOR,Container Corporation of India Limited,NSE,EQ,NON_SME,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,Container Rail & Dry Ports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONCORDBIO,Concord Biotech Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Biopharma & Biosimilars,Biopharma & Biosimilars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONFIPET,Confidence Petroleum India Limited,NSE,EQ,NON_SME,OIL & GAS,Refining & Petrochemicals,Refining & Petrochemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONNPLEX,CONNPLEX,NSE,SM,SME,MEDIA & ENTERTAINMENT,Film Multiplex Theatres,Film Multiplex Theatres,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONS,CONS,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONSOFINVT,Consolidated Finvest & Holdings Limited,NSE,BE,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CONTROLPR,Control Print Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,Print Media & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COOLCAPS,COOLCAPS,NSE,ST,SME,PAPER & PACKAGING,Moulded Plastics & Packaging,Moulded Plastics & Packaging,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CORALFINAC,Coral India Finance & Housing Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Housing Finance (HFC),Housing Finance (HFC),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CORDELIA,Waterways Leisure Tourism Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,Cruise Ships & Water Tourism,Cruise Ships & Water Tourism,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CORDSCABLE,Cords Cable Industries Limited,NSE,BE,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,Wires & Cables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COROMANDEL,Coromandel International Limited,NSE,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,Fertilizers & Soil Nutrients,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CORONA,CORONA Remedies Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COSMOFIRST,COSMO FIRST LIMITED,NSE,EQ,NON_SME,PAPER & PACKAGING,Flexible Packaging Films,Flexible Packaging Films,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
COUNCODOS,Country Condo's Limited,NSE,BE,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,Residential Townships & Commercial REITs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CPCAP,CP Capital Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,API & Bulk Drugs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CPEDU,Career Point Edutech Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CPL,Captain Polyplast Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Plastic & CPVC Pipes,Plastic & CPVC Pipes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CPPLUS,Aditya Infotech Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CPS,CPS,NSE,SM,SME,SERVICES & MEDIA,Business Process Management (BPM),Business Process Management (BPM),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRAFTSMAN,Craftsman Automation Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRAMC,Canara Robeco Asset Management Company Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Mutual Fund Asset Managers (AMC),Mutual Fund Asset Managers (AMC),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRAVATEX,Cravatex Limited,NSE,EQ,NON_SME,FOOTWEAR,Sports & Athleisure Footwear,Sports & Athleisure Footwear,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRAYONS,CRAYONS,NSE,SM,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,Print Media & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CREATIVEYE,Creative Eye Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Television Content & OTT Production,Television Content & OTT Production,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CREDENT,CREDENT,NSE,ST,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CREDITACC,CREDITACCESS GRAMEEN LIMITED,NSE,EQ,NON_SME,FINANCE & NBFC,Microfinance (MFI),Microfinance (MFI),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CREST,Crest Ventures Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRISIL,Crisil Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Credit Ratings & Risk Analytics,Credit Ratings & Risk Analytics,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRIZAC,Crizac Limited,NSE,EQ,NON_SME,EDUCATION & EDTECH,Overseas Education Consulting,Overseas Education Consulting,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CROMPTON,Crompton Greaves Consumer Electricals Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CROWN,Crown Lifters Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Material Handling & Cranes,Material Handling & Cranes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CRSL,Cressanda Railway Solutions Limited,NSE,EQ,NON_SME,RAILWAYS,Railway Signalling & Technology Systems,Railway Signalling & Technology Systems,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CSBBANK,CSB Bank Limited,NSE,EQ,NON_SME,BANKING,Private Sector Banks,Private Sector Banks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CSLFINANCE,CSL Finance Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CSM,CSM Technologies Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CSSL,CSSL,NSE,SM,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CTE,Cambridge Technology Enterprises Limited,NSE,EQ,NON_SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CUB,City Union Bank Limited,NSE,EQ,NON_SME,BANKING,Public Sector Banks (PSU),Public Sector Banks (PSU),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CUBEXTUB,Cubex Tubings Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CUDML,CUDML,NSE,ST,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CUMMINSIND,Cummins India Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Diesel Engines & Gensets,Diesel Engines & Gensets,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CUPID,Cupid Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Medical Devices & Consumables,Medical Devices & Consumables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CURAA,Cura Technologies Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CURIS,CURIS,NSE,SM,SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CYBERMEDIA,Cyber Media (India) Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CYBERTECH,Cybertech Systems And Software Limited,NSE,BE,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CYIENT,Cyient Limited,NSE,EQ,NON_SME,IT SERVICES,Engineering R&D (ER&D),Engineering R&D (ER&D),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
CYIENTDLM,Cyient DLM Limited,NSE,EQ,NON_SME,EMS & ELECTRONICS,Commercial & Industrial Electronics EMS,Commercial & Industrial Electronics EMS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DABUR,Dabur India Limited,NSE,EQ,NON_SME,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,Ayurvedic & Herbal Care,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DAICHI,Dai-Ichi Karkaria Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DALBHARAT,Dalmia Bharat Limited,NSE,EQ,NON_SME,CEMENT,Integrated Grey Cement,Integrated Grey Cement,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,NSE,EQ,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DAMCAPITAL,Dam Capital Advisors Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,API & Bulk Drugs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DAMODARIND,Damodar Industries Limited,NSE,BE,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DANGEE,Dangee Dums Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DANISH,DANISH,NSE,SM,SME,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,Power & Distribution Transformers,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DATAMATICS,Datamatics Global Services Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DATAPATTNS,Data Patterns (India) Limited,NSE,EQ,NON_SME,DEFENCE & AEROSPACE,Defence Electronics & Radars,Defence Electronics & Radars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DAVANGERE,Davangere Sugar Company Limited,NSE,EQ,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBCORP,D.B.Corp Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,Print Media & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBEIL,Deepak Builders & Engineers India Limited,NSE,BE,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBL,Dilip Buildcon Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBOL,Dhampur Bio Organics Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBREALTY,Valor Estate Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DBSTOCKBRO,DB (International) Stock Brokers Limited,NSE,BE,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCAL,Dishman Carbogen Amcis Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCBBANK,DCB Bank Limited,NSE,EQ,NON_SME,BANKING,Private Sector Banks,Private Sector Banks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCCL,DCCL,NSE,SM,SME,FINANCE & NBFC,Microfinance & MSME Lending,Microfinance & MSME Lending,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCG,DCG,NSE,SM,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,Precision Machine Tools & Fasteners,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCI,Dc Infotech And Communication Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCM,DCM  Limited,NSE,BE,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCMFINSERV,DCM Financial Services Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCMNVL,DCM Nouvelle Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCMSHRIRAM,DCM Shriram Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCMSIL,DCM Shriram International Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCMSRIND,DCM Shriram Industries Limited,NSE,EQ,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCW,DCW Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DCXINDIA,DCX Systems Limited,NSE,EQ,NON_SME,EMS & ELECTRONICS,Commercial & Industrial Electronics EMS,Commercial & Industrial Electronics EMS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DDEVPLSTIK,Ddev Plastiks Industries Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DECCANCE,Deccan Cements Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DECNGOLD,Deccan Gold Mines Limited,NSE,EQ,NON_SME,MINING & MINERALS,Gold Mining & Precious Metals Exploration,Gold Mining & Precious Metals Exploration,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEDEV,DEE Development Engineers Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEM,DEEM,NSE,ST,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,Precision Machine Tools & Fasteners,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEP,Deep Polymers Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,NSE,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,Fertilizers & Soil Nutrients,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEPAKNTR,Deepak Nitrite Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEEPINDS,Deep Industries Limited,NSE,EQ,NON_SME,OIL & GAS,Oilfield Services & Drilling,Oilfield Services & Drilling,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEFENCE,DEFENCE,NSE,EQ,NON_SME,DEFENCE & AEROSPACE,Precision Defence Machining,Precision Defence Machining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELAPLEX,DELAPLEX,NSE,SM,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELHIVERY,Delhivery Limited,NSE,EQ,NON_SME,LOGISTICS & SUPPLY CHAIN,Express Parcel & Courier,Express Parcel & Courier,Services,Partial-Truckload & Full-Truckload,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELPHIFX,DELPHI WORLD MONEY LIMITED,NSE,BE,NON_SME,CAPITAL MARKETS,Forex & Currency Exchange,Forex & Currency Exchange,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELTACORP,Delta Corp Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,"Gaming, Casinos & Entertainment","Gaming, Casinos & Entertainment",,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELTAMAGNT,Delta Manufacturing Limited,NSE,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,Fertilizers & Soil Nutrients,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DELTIC,DELTIC,NSE,SM,SME,AUTOMOBILE,Electric Vehicles (EV),Electric Vehicles (EV),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEN,Den Networks Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Cable & Broadband Distribution,Cable & Broadband Distribution,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DENEERS,DENEERS,NSE,SM,SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DENORA,De Nora India Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Electrochemical Chemicals,Specialty Electrochemical Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DENTA,Denta Water and Infra Solutions Limited,NSE,EQ,NON_SME,WATER TREATMENT,"Industrial Effluent, Desalination & ZLD","Industrial Effluent, Desalination & ZLD",,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DENTALKART,DENTALKART,NSE,SM,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,Medical Clinics & Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEVIT,Dev Information Technology Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEVX,Dev Accelerator Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DEVYANI,Devyani International Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
DGCONTENT,Digicontent Limited,NSE,EQ,NON_SME,INSURANCE,General & Health Insurance,General & Health Insurance,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
