symbol,company_name,isin,series,sme_status,current_sector,current_industry,v3_sector,v3_industry,exposure_v3_sector,exposure_v3_industry,proposed_sector,proposed_industry,additional_industries,classification_confidence,change_required,reason,source_1,source_2,source_3,primary_business,market_cap_cr,index_membership,has_conflict,evidence_date,review_status,risk_score
CAPACITE,Capacit'e Infraprojects Limited,,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercia",,"General contracting of institutional campuses, commercial towers, PEB structures and metro stations.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CAPILLARY,Capillary Technologies India Limited,,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs),,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,0.1,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
CAPITALSFB,Capital Small Finance Bank Limited,,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs),,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,0.0,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
CAPLIPOINT,Caplin Point Laboratories Limited,,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC or,,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,0.2,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
CAPTRUST,Capital Trust Limited,,BE,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs),,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
CARBORUNIV,Carborundum Universal Limited,,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structur",,"Precision automotive engine parts, engineered fasteners and structural stampings.",1.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CARERATING,CARE Ratings Limited,,EQ,NON_SME,CAPITAL MARKETS,Credit Ratings & Risk Analytics,CAPITAL MARKETS,Credit Ratings & Risk Analytics,CAPITAL MARKETS,Credit Ratings & Risk Analytics,CAPITAL MARKETS,Credit Ratings & Risk Analytics,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.",,"CARE Ratings — credit ratings for banks, corporates, structured finance; India's 2nd largest credit rating agency",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CARRARO,Carraro India Limited,,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structur",,"Precision automotive engine parts, engineered fasteners and structural stampings.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CARTRADE,Cartrade Tech Limited,,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structur",,"Precision automotive engine parts, engineered fasteners and structural stampings.",8.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CARYSIL,CARYSIL LIMITED,,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structur",,"Precision automotive engine parts, engineered fasteners and structural stampings.",0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CASTROLIND,Castrol India Limited,,EQ,NON_SME,OIL & GAS,Lubricants & Specialty Oils,OIL & GAS,Lubricants & Specialty Oils,OIL & GAS,Lubricants & Specialty Oils,OIL & GAS,Lubricants & Specialty Oils,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_VERIFIED_CORRECTION,"Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Wholesale distribution of commodities, raw materials and B2B industri",,"Castrol India (BP Group) — premium engine oils (Castrol GTX, EDGE, POWER1), industrial lubricants, coolants and specialty greases for automotive and industrial use.",0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CCAVENUE,AvenuesAI Limited,,EQ,NON_SME,IT SERVICES,Payment Gateway & FinTech SaaS,IT SERVICES,Payment Gateway & FinTech SaaS,IT SERVICES,Payment Gateway & FinTech SaaS,IT SERVICES,Payment Gateway & FinTech SaaS,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_VERIFIED_CORRECTION,"Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Wholesale distribution of commodities, raw materials and B2B industri",,"AvenuesAI (CCAvenue) — payment gateway services processing online transactions (cards, UPI, wallets, net banking) and AI-powered payment intelligence for merchants.",0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CCCL,Consolidated Construction Consortium Limited,,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercia",,"General contracting of institutional campuses, commercial towers, PEB structures and metro stations.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CCHHL,Country Club Hospitality & Holidays Limited,,EQ,NON_SME,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'HEALTHCARE SERVICES' and Industry 'Hospitals & Healthcare Chains' based on core economic business exposure: Multi-specialty tertiary care hospital chains providing surgical, on",,"Multi-specialty tertiary care hospital chains providing surgical, oncology and intensive care beds.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CCL,CCL Products (India) Limited,,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'TEA & COFFEE' and Industry 'Tea Plantations & Packaging' based on core economic business exposure: Cultivation, packet packaging and exports of tea and coffee.",,"Cultivation, packet packaging and exports of tea and coffee.",0.5,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CDSL,Central Depository Services (India) Limited,,EQ,NON_SME,CAPITAL MARKETS,Depository & Clearing Services,CAPITAL MARKETS,Depository & Clearing Services,CAPITAL MARKETS,Depository & Clearing Services,CAPITAL MARKETS,Depository & Clearing Services,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Stockbroking & Wealth Management' based on core economic business exposure: Online discount stockbroking, algorithm execution, demat services and",,"Central Depository Services India (CDSL) — India's second depository for dematerialisation, demat account services, e-voting",6.5,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEATLTD,CEAT Limited,,EQ,NON_SME,TYRES & RUBBER,Automotive Radial Tyres,TYRES & RUBBER,Automotive Radial Tyres,TYRES & RUBBER,Automotive Radial Tyres,TYRES & RUBBER,Automotive Radial Tyres,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'TYRES & RUBBER' and Industry 'Automotive Radial Tyres' based on core economic business exposure: Passenger car and commercial truck radial pneumatic tyres.,,Passenger car and commercial truck radial pneumatic tyres.,0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEIGALL,Ceigall India Limited,,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Roads & Highways EPC' based on core economic business exposure: Elevated highway corridors, multi-lane expressways, flyovers and ra",,"Elevated highway corridors, multi-lane expressways, flyovers and rail viaducts.",0.3,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEINSYS,Ceinsys Tech Limited,,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CELEBRITY,Celebrity Fashions Limited,,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'TEXTILES' and Industry 'Garments & Apparel Exports' based on core economic business exposure: Automated garmenting of formal shirts, denim jeans, suits and apparel for global b",,"Automated garmenting of formal shirts, denim jeans, suits and apparel for global brands.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CELLO,Cello World Limited,,EQ,NON_SME,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_VERIFIED_CORRECTION,"Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Wholesale distribution of commodities, raw materials and B2B industri",,"Cello World — household plastic writing instruments (Cello pens), glass and opalware tableware, cookware, thermoware and stainless steel containers.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEMPRO,Cemindia Projects Limited,,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercia",,"General contracting of institutional campuses, commercial towers, PEB structures and metro stations.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTENKA,Century Enka Limited,,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'TEXTILES' and Industry 'Cotton Spinning & Yarns' based on core economic business exposure: Nylon tyre cord fabric, nylon industrial filament yarn and caprolactam polymer.",,"Nylon tyre cord fabric, nylon industrial filament yarn and caprolactam polymer.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTEXT,Century Extrusions Limited,,EQ,NON_SME,ALUMINIUM & COPPER,Primary Aluminium,ALUMINIUM & COPPER,Primary Aluminium,ALUMINIUM & COPPER,Primary Aluminium,ALUMINIUM & COPPER,Primary Aluminium,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'ALUMINIUM & COPPER' and Industry 'Primary Aluminium' based on core economic business exposure: Century Extrusions architectural and industrial aluminium profiles and sections.,,Century Extrusions architectural and industrial aluminium profiles and sections.,0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTRALBK,Central Bank of India,,EQ,NON_SME,BANKING,Public Sector Banks (PSU),BANKING,Public Sector Banks (PSU),BANKING,Public Sector Banks (PSU),BANKING,Public Sector Banks (PSU),,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'BANKING' and Industry 'Public Sector Banks (PSU)' based on core economic business exposure: Commercial banking and retail loans.,,Commercial banking and retail loans.,0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTRUM,Centrum Capital Limited,,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs),,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTUM,Centum Electronics Limited,,EQ,NON_SME,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'EMS & ELECTRONICS' and Industry 'Printed Circuit Boards (PCBA) & Components' based on core economic business exposure: Centum Electronics - High-reliability electronic module d,,Centum Electronics - High-reliability electronic module design and surface-mount PCB assemblies,0.3,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CENTURYPLY,Century Plyboards (India) Limited,,EQ,NON_SME,BUILDING MATERIALS,Plywood & Laminates,BUILDING MATERIALS,Plywood & Laminates,BUILDING MATERIALS,Plywood & Laminates,BUILDING MATERIALS,Plywood & Laminates,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'BUILDING MATERIALS' and Industry 'Plywood & Laminates' based on core economic business exposure: Plywood boards, MDF panels and decorative laminates.",,"Plywood boards, MDF panels and decorative laminates.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CERA,Cera Sanitaryware Limited,,EQ,NON_SME,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'BUILDING MATERIALS' and Industry 'Ceramic Tiles & Sanitaryware' based on core economic business exposure: Polished glazed vitrified floor tiles, ceramic wall tiles and designer",,"Polished glazed vitrified floor tiles, ceramic wall tiles and designer sanitaryware.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEREBRAINT,Cerebra Integrated Technologies Limited,,BZ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.",0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
CESC,CESC Limited,,EQ,NON_SME,POWER,Power Distribution & Integrated Utilities,POWER,Power Distribution & Integrated Utilities,POWER,Power Distribution & Integrated Utilities,POWER,Power Distribution & Integrated Utilities,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'POWER' and Industry 'Power Distribution & Integrated Utilities' based on core economic business exposure: CESC - Sole licensed electricity distribution utility for Kolkata and ,,CESC - Sole licensed electricity distribution utility for Kolkata and adjacent municipal regions,0.3,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CEWATER,Concord Enviro Systems Limited,,EQ,NON_SME,WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Concord Enviro Systems — zero liquid discharge (ZLD) systems, effluent treatment plants (ETP), sewage treatment plants (STP), desalination",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CFEL,Confidence Futuristic Energetech Limited,,EQ,NON_SME,RENEWABLE ENERGY,Renewable Energy & Solar,RENEWABLE ENERGY,Renewable Energy & Solar,RENEWABLE ENERGY,Renewable Energy & Solar,RENEWABLE ENERGY,Renewable Energy & Solar,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Confidence Futuristic Energetech — solar energy solutions, EV charging infrastructure, green energy products and EPC services",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CGCL,Capri Global Capital Limited,,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs),,Chemical synthesis and global bulk supply of active pharmaceutical ingredients (APIs).,1.4,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CGPOWER,CG Power and Industrial Solutions Limited,,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload elec",,"Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",1.9,NIFTY NEXT 50,False,2026-08-27,NO_CHANGE,0
CGVAK,CG Vak Software & Exports Limited,,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CHALET,Chalet Hotels Limited,,EQ,NON_SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'HOTELS & HOSPITALITY' and Industry 'Luxury Hotels & Resorts' based on core economic business exposure: 5-star luxury palaces, premium business hotels, airport lounges and holid",,"5-star luxury palaces, premium business hotels, airport lounges and holiday leisure resorts.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FERTILIZERS' and Industry 'Fertilizers & Soil Nutrients' based on core economic business exposure: Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil pla",,"Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil plant nutrients.",0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
CHEMBOND,Chembond Material Technologies Limited,,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CHEMICALS' and Industry 'Industrial & Basic Chemicals' based on core economic business exposure: Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",,"Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",0.0,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
CHEMBONDCH,Chembond Chemicals Limited,,BE,NON_SME,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CHEMICALS' and Industry 'Industrial & Basic Chemicals' based on core economic business exposure: Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",,"Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
